%  GPST        ,GPS_Date, latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2148,325120.4,45.83294438,-110.9362044,2512.8836,1,8,0.0093,0.0078,0.021,-0.0024,-0.0055,-0.0032,10.4,222.7
2148,325120.6,45.83294374,-110.9362064,2513.0309,1,8,0.0094,0.0078,0.0211,-0.0024,-0.0055,-0.0031,10.6,234.7
2148,325120.8,45.83294373,-110.9362076,2513.0786,1,8,0.0094,0.0079,0.0213,-0.0024,-0.0056,-0.0031,10.8,246.5
2148,325121,45.83294443,-110.9362084,2513.0377,1,8,0.0095,0.0079,0.0213,-0.0024,-0.0057,-0.0028,11,258.3
2148,325121.2,45.83294577,-110.9362092,2512.8986,1,8,0.0094,0.0079,0.0208,-0.0019,-0.0063,0.0001,11.2,270.1
2148,325121.4,45.83294793,-110.9362104,2512.66,1,8,0.0094,0.0078,0.0207,-0.0016,-0.0067,0.0021,11.4,3.1
2148,325121.6,45.83295071,-110.9362123,2512.3658,1,8,0.0094,0.0079,0.0206,-0.0013,-0.0069,0.0028,11.6,291.4
2148,325121.8,45.8329542,-110.9362151,2511.9955,1,8,0.0094,0.0079,0.0205,-0.0012,-0.0071,0.0032,11.8,303.4
2148,325122,45.83295829,-110.9362188,2511.5544,1,8,0.0094,0.0079,0.0205,-0.0011,-0.0071,0.0034,12,70
2148,325122.2,45.83296273,-110.9362231,2511.0824,1,8,0.0095,0.008,0.0205,-0.0011,-0.0072,0.0035,12.2,142.9
2148,325122.4,45.83296731,-110.9362276,2510.5874,1,8,0.0095,0.008,0.0204,-0.0008,-0.0074,0.0039,12.4,3.7
2148,325122.6,45.83297181,-110.9362321,2510.1136,1,8,0.0095,0.008,0.0205,-0.0007,-0.0074,0.004,12.6,55
2148,325122.8,45.83297623,-110.9362363,2509.6365,1,8,0.0096,0.008,0.0206,-0.0007,-0.0075,0.004,12.8,107.4
2148,325123,45.83298053,-110.9362402,2509.1623,1,8,0.0096,0.0081,0.0207,-0.0008,-0.0075,0.004,13,160.3
2148,325123.2,45.83298473,-110.936244,2508.6952,1,8,0.0096,0.0081,0.0208,-0.0008,-0.0075,0.004,13.2,213.7
2148,325123.4,45.83298887,-110.9362476,2508.2228,1,8,0.0097,0.0081,0.0209,-0.0009,-0.0075,0.004,13.4,267.6
2148,325123.6,45.8329929,-110.936251,2507.7541,1,8,0.0097,0.0082,0.0209,-0.0009,-0.0075,0.004,13.6,321.8
2148,325123.8,45.83299693,-110.9362545,2507.2786,1,8,0.0097,0.0082,0.021,-0.0009,-0.0075,0.004,13.8,376.3
2148,325124,45.83300088,-110.9362578,2506.8125,1,8,0.0098,0.0082,0.0211,-0.0009,-0.0076,0.004,14,427.2
2148,325124.2,45.83300484,-110.9362612,2506.3408,1,8,0.0098,0.0082,0.0211,-0.0009,-0.0076,0.004,14.2,439.7
2148,325124.4,45.8330087,-110.9362647,2505.8681,1,8,0.0098,0.0082,0.0211,-0.0009,-0.0075,0.004,14.4,452.1
2148,325124.6,45.83301253,-110.9362682,2505.4026,1,8,0.0098,0.0082,0.0212,-0.001,-0.0075,0.004,14.6,464.5
2148,325124.8,45.83301646,-110.9362719,2504.946,1,8,0.0098,0.0082,0.0213,-0.001,-0.0075,0.004,14.8,477.1
2148,325125,45.83302038,-110.9362758,2504.4848,1,8,0.0098,0.0083,0.0214,-0.001,-0.0075,0.0039,15,489.4
2148,325125.2,45.8330242,-110.9362798,2504.026,1,8,0.0099,0.0083,0.0215,-0.0012,-0.0074,0.0037,15.2,501.8
2148,325125.4,45.83302796,-110.9362838,2503.5723,1,8,0.0099,0.0083,0.0217,-0.0014,-0.0072,0.0033,15.4,514.3
2148,325125.6,45.83303173,-110.9362878,2503.1171,1,8,0.0099,0.0083,0.0218,-0.0017,-0.0071,0.003,15.6,527
2148,325125.8,45.83303541,-110.9362917,2502.661,1,8,0.0103,0.0086,0.0231,-0.0018,-0.0059,0.0025,15.8,942.7
2148,325126,45.83303907,-110.9362957,2502.2077,1,8,0.0103,0.0086,0.0232,-0.002,-0.0058,0.002,16,957.4
2148,325126.2,45.83304279,-110.9362997,2501.7549,1,8,0.0102,0.0085,0.023,-0.0021,-0.0059,0.0014,16.2,972.1
2148,325126.4,45.83304659,-110.9363038,2501.3018,1,8,0.0102,0.0085,0.0229,-0.0022,-0.006,0.0009,16.4,986.7
2148,325126.6,45.83305043,-110.9363079,2500.8565,1,8,0.0101,0.0085,0.0229,-0.0022,-0.0059,0.0009,16.6,999.9
2148,325126.8,45.83305426,-110.9363123,2500.4064,1,8,0.0101,0.0084,0.0228,-0.002,-0.0059,0.0019,16.8,999.9
2148,325127,45.83305801,-110.9363167,2499.9545,1,8,0.0101,0.0083,0.0221,-0.0007,-0.0064,0.0041,17,999.9
2148,325127.2,45.83306167,-110.9363211,2499.4936,1,8,0.0101,0.0083,0.022,0.0011,-0.0064,0.0046,17.2,999.9
2148,325127.4,45.83306529,-110.9363256,2499.0265,1,7,0.0104,0.0085,0.0232,0.0003,-0.005,0.004,17.4,999.9
2148,325127.6,45.83306895,-110.9363299,2498.5627,1,7,0.0104,0.0085,0.0232,0.0011,-0.0048,0.0044,17.6,999.9
2148,325127.8,45.8330727,-110.9363344,2498.1064,1,7,0.0102,0.0082,0.0221,0.0021,-0.006,0.0055,17.8,999.9
2148,325128,45.83307653,-110.936339,2497.6597,1,7,0.0102,0.0083,0.0223,0.0019,-0.0056,0.0052,18,999.9
2148,325128.2,45.83308057,-110.9363437,2497.2181,1,7,0.0102,0.0083,0.0225,0.0017,-0.0052,0.0049,18.2,999.9
2148,325128.4,45.83308466,-110.9363483,2496.7632,1,7,0.0102,0.0083,0.0229,0.0012,-0.0045,0.0043,18.4,999.9
2148,325128.6,45.83308883,-110.9363528,2496.3065,1,7,0.0101,0.0083,0.0228,0.0012,-0.0043,0.0042,18.6,999.9
2148,325128.8,45.8330931,-110.9363572,2495.854,1,7,0.0101,0.0083,0.0227,0.0013,-0.0042,0.0043,18.8,999.9
2148,325129,45.83309732,-110.9363613,2495.3945,1,7,0.01,0.0082,0.0226,0.0014,-0.0041,0.0042,19,999.9
2148,325129.2,45.83310149,-110.9363653,2494.9378,1,7,0.01,0.0082,0.0223,0.0015,-0.0042,0.0043,19.2,999.9
2148,325129.4,45.83310562,-110.9363691,2494.477,1,7,0.0098,0.0079,0.0209,0.0023,-0.0056,0.0055,19.4,999.9
2148,325129.6,45.83310972,-110.9363728,2494.018,1,7,0.0098,0.0078,0.0209,0.0025,-0.0054,0.0057,19.6,999.9
2148,325129.8,45.83311369,-110.9363766,2493.5778,1,7,0.0099,0.0081,0.0223,0.0021,-0.0031,0.0049,19.8,999.9
2148,325130,45.83311774,-110.9363803,2493.1263,1,7,0.01,0.0081,0.0222,0.0026,-0.0023,0.0055,20,999.9
2148,325130.2,45.83312175,-110.9363842,2492.666,1,7,0.01,0.0078,0.0205,0.0036,-0.0046,0.0068,20.2,999.9
2148,325130.4,45.83312556,-110.9363882,2492.2058,1,6,0.0102,0.0079,0.0205,0.004,-0.004,0.0073,20.4,999.9
2148,325130.6,45.83312924,-110.9363921,2491.7824,1,6,0.0102,0.0079,0.0209,0.004,-0.0031,0.0071,20.6,999.9
2148,325130.8,45.83313294,-110.9363961,2491.3192,1,6,0.0101,0.0078,0.0207,0.0039,-0.0031,0.0071,20.8,999.9
2148,325131,45.83313667,-110.9364,2490.8645,1,6,0.01,0.0081,0.0223,0.0036,0.0036,0.0064,21,999.9
2148,325131.2,45.83314036,-110.936404,2490.4154,1,6,0.0099,0.008,0.022,0.0036,0.0035,0.0063,21.2,999.9
2148,325131.4,45.83314413,-110.936408,2489.9639,1,6,0.0097,0.0076,0.0203,0.0038,-0.0025,0.0067,21.4,999.9
2148,325131.6,45.83314786,-110.936412,2489.5168,1,6,0.0096,0.0075,0.0201,0.0037,-0.0021,0.0066,21.6,999.9
2148,325131.8,45.83315164,-110.9364159,2489.0532,1,6,0.0094,0.0074,0.0196,0.0036,-0.0026,0.0063,21.8,3.6
2148,325132,45.83315542,-110.9364199,2488.5966,1,7,0.0087,0.0071,0.0199,0.0012,-0.0028,0.0027,22,999.9
2148,325132.2,45.8331593,-110.9364238,2488.1503,1,7,0.0086,0.007,0.0197,0.001,-0.0026,0.0023,22.2,999.9
2148,325132.4,45.83316315,-110.9364276,2487.7066,1,7,0.0085,0.0069,0.0193,0.0009,-0.0027,0.0021,22.4,999.9
2148,325132.6,45.83316705,-110.9364314,2487.2537,1,7,0.0082,0.0066,0.0183,0.0016,-0.004,0.0033,22.6,67.5
2148,325132.8,45.83317099,-110.9364352,2486.7975,1,7,0.0082,0.0066,0.0183,0.0014,-0.0036,0.0027,22.8,131.6
2148,325133,45.83317499,-110.936439,2486.3539,1,7,0.0081,0.0066,0.0184,0.001,-0.003,0.0018,23,196
2148,325133.2,45.833179,-110.9364429,2485.908,1,7,0.008,0.0066,0.0185,0.0004,-0.0022,-0.0008,23.2,999.9
2148,325133.4,45.83318299,-110.9364469,2485.4718,1,7,0.0079,0.0065,0.0184,-0.0002,-0.0019,-0.0014,23.4,999.9
2148,325133.6,45.83318706,-110.9364509,2485.0288,1,7,0.0078,0.0064,0.0182,-0.0004,-0.0016,-0.0017,23.6,999.9
2148,325133.8,45.83319121,-110.936455,2484.5704,1,7,0.0077,0.0063,0.0182,-0.0005,-0.0012,-0.0022,23.8,999.9
2148,325134,45.83319537,-110.9364592,2484.1135,1,7,0.0076,0.0063,0.0182,-0.0008,0.001,-0.0028,24,999.9
2148,325134.2,45.8331996,-110.9364632,2483.6586,1,7,0.0076,0.0062,0.0185,-0.0013,0.0023,-0.0036,24.2,999.9
2148,325134.4,45.83320384,-110.9364671,2483.2009,1,7,0.0076,0.0062,0.0187,-0.0017,0.0031,-0.0042,24.4,999.9
2148,325134.6,45.83320793,-110.936471,2482.7599,1,6,0.0076,0.0062,0.0188,-0.0019,0.0036,-0.0047,24.6,999.9
2148,325134.8,45.83321207,-110.9364749,2482.3198,1,6,0.0074,0.0061,0.0186,-0.0019,0.0037,-0.0047,24.8,999.9
2148,325135,45.83321614,-110.9364789,2481.883,1,6,0.0073,0.006,0.0183,-0.0018,0.0036,-0.0046,25,999.9
2148,325135.2,45.83322022,-110.9364827,2481.4209,1,6,0.0072,0.0059,0.018,-0.0018,0.0035,-0.0046,25.2,3.5
2148,325135.4,45.83322413,-110.9364867,2480.9692,1,6,0.0071,0.0058,0.0177,-0.0017,0.0035,-0.0046,25.4,17.1
2148,325135.6,45.83322809,-110.9364906,2480.5245,1,6,0.007,0.0057,0.0174,-0.0016,0.0034,-0.0045,25.6,30.7
2148,325135.8,45.83323216,-110.9364944,2480.0727,1,6,0.0069,0.0056,0.0171,-0.0016,0.0034,-0.0045,25.8,44.4
2148,325136,45.83323612,-110.9364982,2479.6284,1,6,0.0068,0.0055,0.0167,-0.0015,0.0032,-0.0044,26,58.2
2148,325136.2,45.83324004,-110.9365022,2479.1615,1,6,0.0066,0.0053,0.0159,-0.0018,0.0022,-0.0048,26.2,72
2148,325136.4,45.83324385,-110.9365062,2478.7111,1,7,0.0065,0.0053,0.016,-0.0016,0.0027,-0.0045,26.4,85.9
2148,325136.6,45.83324764,-110.93651,2478.2661,1,7,0.0064,0.0053,0.016,-0.0013,0.0032,-0.0043,26.6,100
2148,325136.8,45.83325143,-110.9365139,2477.8075,1,7,0.0063,0.0052,0.0156,-0.0012,0.003,-0.0043,26.8,114.1
2148,325137,45.83325521,-110.9365178,2477.348,1,7,0.0062,0.005,0.0149,-0.0015,0.0021,-0.0045,27,128.3
2148,325137.2,45.83325895,-110.9365217,2476.9044,1,7,0.0061,0.0049,0.015,-0.0013,0.0026,-0.0044,27.2,142.5
2148,325137.4,45.83326274,-110.9365256,2476.4557,1,7,0.0061,0.0049,0.015,-0.001,0.003,-0.0041,27.4,156.9
2148,325137.6,45.83326649,-110.9365294,2476.0038,1,7,0.006,0.0049,0.0148,-0.0009,0.0029,-0.0041,27.6,171.3
2148,325137.8,45.83326993,-110.9365329,2475.6031,1,7,0.0059,0.0048,0.0146,-0.0009,0.0029,-0.004,27.8,185.8
2148,325138,45.83327271,-110.9365357,2475.265,1,7,0.0058,0.0048,0.0143,-0.0008,0.0028,-0.004,28,200.4
2148,325138.2,45.83327465,-110.9365375,2475.0195,1,7,0.0057,0.0045,0.0133,-0.0013,0.0011,-0.0045,28.2,215
2148,325138.4,45.83327584,-110.9365381,2474.8669,1,7,0.0057,0.0045,0.0131,-0.0013,0.0011,-0.0044,28.4,229.7
2148,325138.6,45.83327649,-110.936538,2474.8169,1,7,0.0056,0.0044,0.013,-0.0012,0.001,-0.0044,28.6,244.5
2148,325138.8,45.8332771,-110.9365378,2474.8832,1,7,0.0056,0.0044,0.0129,-0.0012,0.001,-0.0044,28.8,259.5
2148,325139,45.83327822,-110.9365384,2475.0422,1,7,0.0055,0.0043,0.0128,-0.0011,0.001,-0.0044,29,274.4
2148,325139.2,45.83328011,-110.93654,2475.2855,1,7,0.0055,0.0043,0.0127,-0.0011,0.001,-0.0044,29.2,289.4
2148,325139.4,45.83328304,-110.9365428,2475.5883,1,7,0.0055,0.0043,0.0127,-0.0011,0.001,-0.0044,29.4,304.6
2148,325139.6,45.83328677,-110.9365469,2475.9707,1,7,0.0055,0.0043,0.0127,-0.0011,0.001,-0.0044,29.6,319.9
2148,325139.8,45.83329114,-110.9365517,2476.3857,1,7,0.0055,0.0043,0.0129,-0.0011,0.001,-0.0045,29.8,335.1
2148,325140,45.83329575,-110.9365568,2476.7946,1,7,0.004,0.0031,0.0095,-0.0008,0.0008,-0.0033,0,5
2148,325140.2,45.83330034,-110.936562,2477.2215,1,7,0.0055,0.0043,0.0129,-0.0011,0.001,-0.0045,0.2,21.4
2148,325140.4,45.83330475,-110.9365668,2477.6183,1,7,0.0055,0.0043,0.0127,-0.0011,0.001,-0.0044,0.4,37.4
2148,325140.6,45.83330907,-110.9365714,2478.0248,1,7,0.0055,0.0043,0.0126,-0.0011,0.001,-0.0044,0.6,52.9
2148,325140.8,45.83331335,-110.9365759,2478.4179,1,7,0.0055,0.0043,0.0127,-0.0011,0.001,-0.0044,0.8,68.2
2148,325141,45.83331765,-110.9365801,2478.8252,1,7,0.0055,0.0043,0.0128,-0.0012,0.001,-0.0044,1,83.1
2148,325141.2,45.83332191,-110.9365843,2479.2297,1,7,0.0056,0.0044,0.0129,-0.0012,0.001,-0.0044,1.2,97.9
2148,325141.4,45.8333262,-110.9365886,2479.6385,1,7,0.0056,0.0044,0.013,-0.0012,0.001,-0.0044,1.4,112.1
2148,325141.6,45.83333044,-110.9365928,2480.0392,1,7,0.0057,0.0044,0.0131,-0.0013,0.0009,-0.0045,1.6,125.8
2148,325141.8,45.83333467,-110.9365969,2480.4517,1,7,0.0057,0.0045,0.0132,-0.0013,0.0009,-0.0045,1.8,138.9
2148,325142,45.83333899,-110.9366011,2480.853,1,7,0.0058,0.0045,0.0134,-0.0014,0.0009,-0.0045,2,152.9
2148,325142.2,45.83334322,-110.9366052,2481.2557,1,7,0.0059,0.0046,0.0136,-0.0014,0.0009,-0.0046,2.2,165.7
2148,325142.4,45.83334748,-110.9366094,2481.6566,1,7,0.0059,0.0047,0.0137,-0.0015,0.0009,-0.0046,2.4,178.1
2148,325142.6,45.83335172,-110.9366136,2482.0448,1,7,0.006,0.0047,0.0139,-0.0015,0.0009,-0.0047,2.6,190.1
2148,325142.8,45.83335599,-110.9366178,2482.4429,1,7,0.0061,0.0048,0.0141,-0.0016,0.0008,-0.0047,2.8,202.3
2148,325143,45.83336022,-110.936622,2482.8439,1,7,0.0062,0.0049,0.0143,-0.0017,0.0008,-0.0048,3,214
2148,325143.2,45.83336445,-110.9366264,2483.2508,1,7,0.0063,0.0049,0.0146,-0.0017,0.0008,-0.0048,3.2,225
2148,325143.4,45.83336865,-110.9366307,2483.6415,1,7,0.0064,0.005,0.0148,-0.0018,0.0007,-0.0049,3.4,236.4
2148,325143.6,45.83337281,-110.936635,2484.0455,1,7,0.0065,0.0051,0.015,-0.0019,0.0007,-0.005,3.6,247.3
2148,325143.8,45.83337699,-110.9366393,2484.4401,1,7,0.0066,0.0052,0.0153,-0.0019,0.0006,-0.005,3.8,257.6
2148,325144,45.83338123,-110.9366436,2484.8391,1,7,0.0067,0.0053,0.0155,-0.002,0.0005,-0.0051,4,267.9
2148,325144.2,45.83338548,-110.936648,2485.2295,1,7,0.0068,0.0054,0.0158,-0.0021,0.0004,-0.0052,4.2,278.6
2148,325144.4,45.83338978,-110.9366524,2485.6307,1,7,0.0069,0.0054,0.016,-0.0021,0.0003,-0.0052,4.4,289.1
2148,325144.6,45.83339405,-110.9366568,2486.034,1,7,0.007,0.0055,0.0163,-0.0022,-0.0002,-0.0053,4.6,298.5
2148,325144.8,45.83339828,-110.9366612,2486.4354,1,7,0.0071,0.0056,0.0165,-0.0023,-0.0004,-0.0054,4.8,307.6
2148,325145,45.83340258,-110.9366657,2486.8331,1,7,0.0072,0.0057,0.0168,-0.0023,-0.0005,-0.0054,5,317.9
2148,325145.2,45.83340689,-110.9366702,2487.2361,1,7,0.0074,0.0058,0.0171,-0.0024,-0.0006,-0.0055,5.2,327.4
2148,325145.4,45.83341115,-110.9366747,2487.6341,1,7,0.0075,0.0059,0.0173,-0.0025,-0.0007,-0.0056,5.4,337
2148,325145.6,45.83341548,-110.9366791,2488.0224,1,7,0.0076,0.006,0.0176,-0.0026,-0.0008,-0.0057,5.6,346.9
2148,325145.8,45.83341978,-110.9366834,2488.4025,1,7,0.0077,0.0061,0.0179,-0.0026,-0.0009,-0.0058,5.8,356.7
2148,325146,45.83342412,-110.9366878,2488.805,1,7,0.0078,0.0062,0.0181,-0.0027,-0.001,-0.0058,6,366.5
2148,325146.2,45.83342847,-110.936692,2489.1985,1,7,0.008,0.0063,0.0184,-0.0028,-0.0011,-0.0059,6.2,375.7
2148,325146.4,45.83343276,-110.9366963,2489.5975,1,7,0.0081,0.0064,0.0187,-0.0028,-0.0011,-0.006,6.4,385.5
2148,325146.6,45.83343702,-110.9367005,2489.988,1,7,0.0082,0.0065,0.019,-0.0029,-0.0012,-0.0061,6.6,394.8
2148,325146.8,45.83344132,-110.9367048,2490.3822,1,7,0.0083,0.0066,0.0192,-0.003,-0.0013,-0.0062,6.8,404.2
2148,325147,45.83344565,-110.9367091,2490.7723,1,7,0.0084,0.0067,0.0195,-0.003,-0.0014,-0.0062,7,413.3
2148,325147.2,45.83344994,-110.9367133,2491.167,1,7,0.0086,0.0068,0.0198,-0.0031,-0.0014,-0.0063,7.2,422.8
2148,325147.4,45.83345421,-110.9367177,2491.5687,1,7,0.0087,0.0069,0.02,-0.0032,-0.0015,-0.0064,7.4,432.3
2148,325147.6,45.83345844,-110.936722,2491.9645,1,7,0.0088,0.007,0.0203,-0.0032,-0.0015,-0.0065,7.6,441.4
2148,325147.8,45.83346272,-110.9367263,2492.3603,1,7,0.0089,0.007,0.0205,-0.0033,-0.0016,-0.0065,7.8,450.8
2148,325148,45.83346701,-110.9367306,2492.7521,1,7,0.009,0.0071,0.0208,-0.0034,-0.0017,-0.0066,8,459.6
2148,325148.2,45.83347132,-110.9367349,2493.1353,1,7,0.0091,0.0072,0.021,-0.0034,-0.0017,-0.0067,8.2,469.1
2148,325148.4,45.83347558,-110.9367393,2493.5256,1,7,0.0092,0.0073,0.0213,-0.0035,-0.0018,-0.0068,8.4,478.7
2148,325148.6,45.83347985,-110.9367437,2493.9041,1,7,0.0094,0.0074,0.0215,-0.0035,-0.0018,-0.0068,8.6,487.6
2148,325148.8,45.83348415,-110.936748,2494.2999,1,7,0.0095,0.0075,0.0218,-0.0036,-0.0019,-0.0069,8.8,496.9
2148,325149,45.83348853,-110.9367523,2494.6987,1,7,0.0096,0.0076,0.022,-0.0037,-0.0019,-0.007,9,505.8
2148,325149.2,45.8334929,-110.9367566,2495.094,1,7,0.0097,0.0077,0.0222,-0.0037,-0.002,-0.0071,9.2,515.4
2148,325149.4,45.8334972,-110.9367608,2495.4877,1,7,0.0098,0.0077,0.0224,-0.0038,-0.002,-0.0071,9.4,524.5
2148,325149.6,45.83350152,-110.9367651,2495.8777,1,7,0.0099,0.0078,0.0227,-0.0038,-0.0021,-0.0072,9.6,533.6
2148,325149.8,45.83350586,-110.9367693,2496.2681,1,7,0.01,0.0079,0.0229,-0.0039,-0.0021,-0.0072,9.8,543.4
2148,325150,45.83351018,-110.9367735,2496.6727,1,7,0.0101,0.008,0.0231,-0.0039,-0.0022,-0.0073,10,553.1
2148,325150.2,45.83351449,-110.9367778,2497.0702,1,7,0.0102,0.008,0.0233,-0.004,-0.0022,-0.0074,10.2,562.2
2148,325150.4,45.8335188,-110.936782,2497.4676,1,7,0.0102,0.0081,0.0235,-0.004,-0.0022,-0.0074,10.4,571.5
2148,325150.6,45.83352309,-110.9367862,2497.8609,1,7,0.0103,0.0082,0.0237,-0.004,-0.0023,-0.0075,10.6,580.9
2148,325150.8,45.83352742,-110.9367905,2498.2549,1,7,0.0104,0.0082,0.0238,-0.0041,-0.0023,-0.0075,10.8,590.8
2148,325151,45.8335318,-110.9367948,2498.6526,1,7,0.0105,0.0083,0.024,-0.0041,-0.0024,-0.0076,11,600.4
2148,325151.2,45.83353617,-110.9367993,2499.0534,1,7,0.0106,0.0084,0.0242,-0.0042,-0.0024,-0.0076,11.2,609.7
2148,325151.4,45.8335405,-110.9368038,2499.4456,1,7,0.0106,0.0084,0.0243,-0.0042,-0.0024,-0.0077,11.4,619.1
2148,325151.6,45.8335448,-110.9368082,2499.8382,1,7,0.0107,0.0085,0.0245,-0.0042,-0.0025,-0.0077,11.6,628.7
2148,325151.8,45.83354909,-110.9368125,2500.2353,1,7,0.0108,0.0085,0.0246,-0.0043,-0.0025,-0.0078,11.8,638.4
2148,325152,45.83355339,-110.9368169,2500.6386,1,7,0.0108,0.0086,0.0245,-0.0042,-0.0029,-0.0076,12,648.4
2148,325152.2,45.8335577,-110.9368211,2501.0398,1,8,0.0103,0.0084,0.0235,-0.0035,-0.0046,-0.0058,12.2,658.2
2148,325152.4,45.83356194,-110.9368253,2501.4401,1,8,0.0102,0.0084,0.0233,-0.0033,-0.005,-0.0053,12.4,668
2148,325152.6,45.83356589,-110.9368291,2501.8126,1,8,0.0101,0.0084,0.0231,-0.003,-0.0055,-0.0046,12.6,678.2
2148,325152.8,45.83356932,-110.9368323,2502.1227,1,8,0.0101,0.0084,0.0229,-0.0029,-0.0057,-0.004,12.8,688.2
2148,325153,45.83357202,-110.9368347,2502.348,1,8,0.0101,0.0084,0.0228,-0.0028,-0.0058,-0.0037,13,698
2148,325153.2,45.8335738,-110.9368362,2502.5013,1,8,0.0101,0.0084,0.0228,-0.0028,-0.0059,-0.0035,13.2,708.2
2148,325153.4,45.83357436,-110.9368369,2502.6364,1,8,0.0101,0.0085,0.0228,-0.0028,-0.006,-0.0033,13.4,718.6
2148,325153.6,45.83357363,-110.9368371,2502.7927,1,8,0.0101,0.0085,0.0228,-0.0028,-0.006,-0.0033,13.6,729.1
2148,325153.8,45.83357179,-110.9368377,2503.0077,1,8,0.0101,0.0085,0.0229,-0.0027,-0.0061,-0.0032,13.8,739.8
2148,325154,45.83356933,-110.9368393,2503.3466,1,8,0.0101,0.0085,0.0229,-0.0027,-0.0061,-0.0031,14,750.8
2148,325154.2,45.83356666,-110.9368419,2503.7881,1,8,0.0101,0.0085,0.0229,-0.0027,-0.0061,-0.003,14.2,761.5
2148,325154.4,45.83356401,-110.9368455,2504.3392,1,8,0.0101,0.0085,0.0229,-0.0027,-0.0062,-0.003,14.4,772.2
2148,325154.6,45.83356144,-110.9368498,2504.9328,1,8,0.0101,0.0085,0.0228,-0.0026,-0.0063,-0.0024,14.6,3.6
2148,325154.8,45.83355898,-110.9368541,2505.5497,1,8,0.0101,0.0085,0.0228,-0.0026,-0.0063,-0.0024,14.8,72.5
2148,325155,45.83355667,-110.9368584,2506.1598,1,8,0.0101,0.0085,0.0228,-0.0026,-0.0063,-0.0024,15,141.6
2148,325155.2,45.83355443,-110.9368625,2506.7618,1,8,0.0101,0.0085,0.0226,-0.0026,-0.0064,-0.002,15.2,210.8
2148,325155.4,45.83355234,-110.9368666,2507.3556,1,8,0.0102,0.0084,0.0224,-0.0025,-0.0067,-0.0023,15.4,820.8
2148,325155.6,45.83355027,-110.9368706,2507.9694,1,8,0.0104,0.0086,0.0234,-0.0032,-0.0057,-0.0045,15.6,832.1
2148,325155.8,45.83354828,-110.9368746,2508.5659,1,8,0.01,0.0083,0.0218,-0.0018,-0.0071,0.002,15.8,843.3
2148,325156,45.83354634,-110.9368786,2509.1825,1,8,0.0099,0.0083,0.0216,-0.0017,-0.0072,0.0027,16,854.9
2148,325156.2,45.83354447,-110.9368826,2509.7895,1,8,0.0098,0.0082,0.0214,-0.0016,-0.0073,0.003,16.2,866.2
2148,325156.4,45.83354271,-110.9368866,2510.3921,1,8,0.0098,0.0082,0.0212,-0.0015,-0.0073,0.0032,16.4,877.9
2148,325156.6,45.83354097,-110.9368905,2511,1,8,0.0097,0.0082,0.0211,-0.0014,-0.0073,0.0033,16.6,889.3
2148,325156.8,45.83353931,-110.9368945,2511.6064,1,8,0.0097,0.0081,0.021,-0.0014,-0.0073,0.0034,16.8,901.1
2148,325157,45.83353756,-110.9368984,2512.2141,1,8,0.0097,0.0081,0.0209,-0.0013,-0.0073,0.0034,17,912.7
2148,325157.2,45.83353581,-110.9369023,2512.8186,1,8,0.0096,0.0081,0.0208,-0.0013,-0.0073,0.0035,17.2,924.3
2148,325157.4,45.83353399,-110.9369063,2513.4209,1,8,0.0096,0.008,0.0207,-0.0012,-0.0073,0.0035,17.4,936.3
2148,325157.6,45.83353219,-110.9369102,2514.0158,1,8,0.0095,0.008,0.0204,-0.001,-0.0074,0.0038,17.6,3.3
2148,325157.8,45.83353038,-110.936914,2514.617,1,8,0.0094,0.0079,0.0203,-0.0009,-0.0073,0.0038,17.8,3.9
2148,325158,45.8335286,-110.9369179,2515.2179,1,8,0.0094,0.0079,0.0202,-0.0009,-0.0073,0.0038,18,74.5
2148,325158.2,45.8335268,-110.9369217,2515.8184,1,8,0.0093,0.0078,0.0201,-0.0009,-0.0072,0.0038,18.2,145.4
2148,325158.4,45.83352492,-110.9369255,2516.4212,1,8,0.0093,0.0078,0.02,-0.0009,-0.0072,0.0037,18.4,207.4
2148,325158.6,45.83352301,-110.9369293,2517.0198,1,8,0.0092,0.0078,0.0199,-0.0009,-0.0071,0.0037,18.6,258.5
2148,325158.8,45.83352104,-110.9369331,2517.6217,1,8,0.0092,0.0077,0.0198,-0.0009,-0.0071,0.0036,18.8,309.9
2148,325159,45.83351906,-110.9369369,2518.2254,1,8,0.0091,0.0076,0.0196,-0.0008,-0.007,0.0035,19,361.4
2148,325159.2,45.83351708,-110.9369407,2518.8259,1,8,0.0091,0.0076,0.0195,-0.0008,-0.0069,0.0035,19.2,413.1
2148,325159.4,45.83351511,-110.9369445,2519.4219,1,8,0.009,0.0075,0.0194,-0.0008,-0.0069,0.0034,19.4,464.9
2148,325159.6,45.83351313,-110.9369482,2520.0126,1,8,0.0089,0.0075,0.0192,-0.0008,-0.0068,0.0033,19.6,517
2148,325159.8,45.83351116,-110.936952,2520.6134,1,8,0.009,0.0074,0.0192,0.0006,-0.0066,0.0037,19.8,569.7
2148,325160,45.8335092,-110.9369558,2521.2108,1,8,0.0089,0.0074,0.019,0.0004,-0.0065,0.0036,20,622.1
2148,325160.2,45.83350721,-110.9369596,2521.8111,1,8,0.0088,0.0073,0.0188,-0.0003,-0.0065,0.0034,20.2,674.7
