%  GPST        ,GPS_Date, latitude(deg),longitude(deg), height(m),  Q, ns,  sdn(m),  sde(m),  sdu(m), sdne(m), sdeu(m), sdun(m),age(s), ratio
2148,324587.8,45.83505277,-110.9326804,2317.9215,1,5,0.0153,0.0127,0.0436,0.0054,0.0139,0.0099,-12.2,999.9
2148,324588,45.83505266,-110.9326804,2317.9136,1,5,0.0151,0.0125,0.043,0.0053,0.0137,0.0098,-12,999.9
2148,324588.2,45.83505253,-110.9326803,2317.9074,1,5,0.0149,0.0123,0.0424,0.0053,0.0135,0.0096,-11.8,999.9
2148,324588.4,45.83505239,-110.9326802,2317.9176,1,5,0.0147,0.0121,0.0418,0.0052,0.0133,0.0095,-11.6,999.9
2148,324588.6,45.83505225,-110.9326801,2317.919,1,5,0.0145,0.012,0.0411,0.0051,0.0131,0.0093,-11.4,999.9
2148,324588.8,45.83505212,-110.93268,2317.919,1,5,0.0143,0.0118,0.0405,0.0051,0.0129,0.0091,-11.2,999.9
2148,324589,45.83505198,-110.9326799,2317.9181,1,5,0.0141,0.0116,0.0398,0.005,0.0127,0.0089,-11,999.9
2148,324589.2,45.83505183,-110.9326798,2317.9066,1,5,0.0137,0.0114,0.0376,0.0047,0.012,0.0073,-10.8,999.9
2148,324589.4,45.83505164,-110.9326797,2317.8722,1,6,0.0124,0.0112,0.0309,0.0038,0.0106,-0.0076,-10.6,999.9
2148,324589.6,45.83505153,-110.9326797,2317.8724,1,6,0.0122,0.011,0.0304,0.0037,0.0105,-0.0074,-10.4,999.9
2148,324589.8,45.83505149,-110.9326796,2317.864,1,6,0.0121,0.0108,0.03,0.0037,0.0103,-0.0073,-10.2,999.9
2148,324590,45.83505143,-110.9326796,2317.8555,1,6,0.0119,0.0107,0.0296,0.0036,0.0102,-0.0071,-10,999.9
2148,324590.2,45.83505138,-110.9326795,2317.8484,1,6,0.0117,0.0105,0.0292,0.0036,0.01,-0.007,-9.8,999.9
2148,324590.4,45.83505132,-110.9326795,2317.8507,1,6,0.0115,0.0104,0.0288,0.0036,0.0099,-0.0068,-9.6,999.9
2148,324590.6,45.83505128,-110.9326795,2317.8504,1,6,0.0114,0.0102,0.0284,0.0035,0.0097,-0.0067,-9.4,999.9
2148,324590.8,45.83505126,-110.9326795,2317.8494,1,6,0.0112,0.01,0.028,0.0035,0.0096,-0.0066,-9.2,999.9
2148,324591,45.83505122,-110.9326795,2317.8451,1,6,0.011,0.0099,0.0276,0.0034,0.0094,-0.0064,-9,999.9
2148,324591.2,45.83505114,-110.9326795,2317.839,1,6,0.0108,0.0097,0.0268,0.0033,0.0092,-0.0065,-8.8,999.9
2148,324591.4,45.83505107,-110.9326794,2317.8322,1,6,0.0103,0.0095,0.0242,0.003,0.0086,-0.0084,-8.6,999.9
2148,324591.6,45.83505102,-110.9326793,2317.829,1,6,0.0101,0.0094,0.0238,0.003,0.0084,-0.0082,-8.4,999.9
2148,324591.8,45.83505103,-110.9326792,2317.8265,1,6,0.01,0.0092,0.0235,0.0029,0.0083,-0.008,-8.2,999.9
2148,324592,45.83505103,-110.9326792,2317.8304,1,6,0.0098,0.0091,0.0231,0.0029,0.0082,-0.0079,-8,999.9
2148,324592.2,45.83505101,-110.9326793,2317.8358,1,6,0.0097,0.0089,0.0228,0.0029,0.008,-0.0077,-7.8,999.9
2148,324592.4,45.83505098,-110.9326794,2317.8417,1,6,0.0095,0.0087,0.0224,0.0028,0.0079,-0.0075,-7.6,999.9
2148,324592.6,45.83505097,-110.9326795,2317.8404,1,6,0.0094,0.0086,0.0221,0.0028,0.0078,-0.0074,-7.4,999.9
2148,324592.8,45.83505098,-110.9326796,2317.8381,1,6,0.0092,0.0084,0.0218,0.0028,0.0076,-0.0072,-7.2,999.9
2148,324593,45.83505102,-110.9326797,2317.8308,1,6,0.0091,0.0083,0.0214,0.0028,0.0075,-0.0071,-7,999.9
2148,324593.2,45.835051,-110.9326799,2317.8239,1,6,0.0089,0.0081,0.0211,0.0027,0.0074,-0.0069,-6.8,999.9
2148,324593.4,45.83505098,-110.93268,2317.8188,1,6,0.0088,0.008,0.0208,0.0027,0.0073,-0.0067,-6.6,999.9
2148,324593.6,45.83505098,-110.93268,2317.8126,1,6,0.0086,0.0079,0.0205,0.0027,0.0071,-0.0066,-6.4,999.9
2148,324593.8,45.83505097,-110.9326801,2317.8113,1,6,0.0085,0.0077,0.0201,0.0026,0.007,-0.0064,-6.2,999.9
2148,324594,45.83505098,-110.9326802,2317.8206,1,6,0.0083,0.0076,0.0198,0.0026,0.0069,-0.0063,-6,999.9
2148,324594.2,45.83505101,-110.9326802,2317.8327,1,6,0.0082,0.0074,0.0195,0.0026,0.0067,-0.0061,-5.8,999.9
2148,324594.4,45.83505127,-110.9326806,2317.8074,1,6,0.008,0.0073,0.0192,0.0026,0.0066,-0.006,-5.6,999.9
2148,324594.6,45.835052,-110.9326814,2317.7123,1,6,0.0079,0.0071,0.0189,0.0025,0.0065,-0.0058,-5.4,999.9
2148,324594.8,45.83505334,-110.9326829,2317.531,1,6,0.0078,0.007,0.0186,0.0025,0.0064,-0.0057,-5.2,999.9
2148,324595,45.83505532,-110.932685,2317.2661,1,6,0.0076,0.0069,0.0183,0.0025,0.0063,-0.0055,-5,999.9
2148,324595.2,45.83505795,-110.9326879,2316.9134,1,6,0.0075,0.0068,0.018,0.0025,0.0061,-0.0054,-4.8,999.9
2148,324595.4,45.83506128,-110.9326914,2316.4815,1,6,0.0074,0.0066,0.0177,0.0024,0.006,-0.0053,-4.6,999.9
2148,324595.6,45.83506518,-110.9326954,2316.0067,1,6,0.0072,0.0065,0.0174,0.0024,0.0059,-0.0051,-4.4,999.9
2148,324595.8,45.83506946,-110.9326998,2315.5155,1,6,0.0071,0.0064,0.0171,0.0024,0.0058,-0.005,-4.2,999.9
2148,324596,45.83507387,-110.9327044,2315.0113,1,6,0.007,0.0063,0.0168,0.0024,0.0057,-0.0049,-4,999.9
2148,324596.2,45.8350782,-110.9327089,2314.5038,1,6,0.0069,0.0061,0.0166,0.0024,0.0056,-0.0048,-3.8,999.9
2148,324596.4,45.83508243,-110.9327133,2314.0076,1,6,0.0068,0.006,0.0163,0.0023,0.0055,-0.0047,-3.6,999.9
2148,324596.6,45.83508656,-110.9327174,2313.5104,1,6,0.0066,0.0059,0.016,0.0023,0.0054,-0.0046,-3.4,999.9
2148,324596.8,45.83509052,-110.9327214,2313.0063,1,6,0.0065,0.0058,0.0158,0.0023,0.0053,-0.0045,-3.2,999.9
2148,324597,45.8350944,-110.9327253,2312.5104,1,6,0.0064,0.0057,0.0155,0.0023,0.0052,-0.0044,-3,999.9
2148,324597.2,45.83509824,-110.9327291,2312.0171,1,6,0.0063,0.0056,0.0153,0.0022,0.0051,-0.0043,-2.8,999.9
2148,324597.4,45.83510199,-110.9327328,2311.5182,1,6,0.0062,0.0055,0.0151,0.0022,0.005,-0.0042,-2.6,999.9
2148,324597.6,45.83510571,-110.9327365,2311.0249,1,6,0.0062,0.0055,0.0149,0.0022,0.0049,-0.0041,-2.4,999.9
2148,324597.8,45.83510944,-110.93274,2310.5227,1,6,0.0061,0.0054,0.0147,0.0022,0.0049,-0.0041,-2.2,999.9
2148,324598,45.8351131,-110.9327436,2310.0238,1,6,0.006,0.0053,0.0145,0.0022,0.0048,-0.004,-2,999.9
2148,324598.2,45.83511675,-110.9327471,2309.5225,1,6,0.0059,0.0052,0.0143,0.0022,0.0047,-0.004,-1.8,999.9
2148,324598.4,45.83512041,-110.9327506,2309.02,1,6,0.0059,0.0052,0.0142,0.0022,0.0047,-0.0039,-1.6,999.9
2148,324598.6,45.83512407,-110.932754,2308.5277,1,6,0.0058,0.0051,0.014,0.0021,0.0046,-0.0039,-1.4,999.9
2148,324598.8,45.83512767,-110.9327574,2308.0274,1,6,0.0058,0.0051,0.0139,0.0021,0.0046,-0.0038,-1.2,999.9
2148,324599,45.83513132,-110.9327608,2307.5256,1,6,0.0057,0.005,0.0138,0.0021,0.0045,-0.0038,-1,999.9
2148,324599.2,45.83513484,-110.9327642,2307.0325,1,6,0.0057,0.005,0.0137,0.0021,0.0045,-0.0038,-0.8,999.9
2148,324599.4,45.83513844,-110.9327677,2306.5267,1,6,0.0057,0.005,0.0137,0.0021,0.0045,-0.0038,-0.6,999.9
2148,324599.6,45.83514202,-110.9327712,2306.028,1,6,0.0056,0.005,0.0137,0.0021,0.0045,-0.0038,-0.4,999.9
2148,324599.8,45.83514563,-110.9327748,2305.5318,1,6,0.0057,0.005,0.0139,0.0021,0.0046,-0.0039,-0.2,999.9
2148,324600,45.83514927,-110.9327783,2305.0306,1,6,0.0058,0.0051,0.0143,0.0021,0.0047,-0.004,0,999.9
2148,324600.2,45.83515295,-110.932782,2304.539,1,6,0.0284,0.0271,0.0631,0.0068,0.0235,-0.0263,-29.8,999.9
2148,324600.4,45.8351566,-110.9327856,2304.0506,1,6,0.0282,0.027,0.0627,0.0068,0.0233,-0.0261,-29.6,999.9
2148,324600.6,45.83516024,-110.9327893,2303.562,1,6,0.028,0.0268,0.0624,0.0068,0.0232,-0.0259,-29.4,999.9
2148,324600.8,45.83516389,-110.932793,2303.0631,1,6,0.0279,0.0266,0.062,0.0067,0.023,-0.0258,-29.2,999.9
2148,324601,45.83516757,-110.9327967,2302.5744,1,6,0.0277,0.0265,0.0616,0.0067,0.0229,-0.0256,-29,999.9
2148,324601.2,45.83517128,-110.9328003,2302.0966,1,6,0.0275,0.0263,0.0613,0.0066,0.0228,-0.0255,-28.8,999.9
2148,324601.4,45.83517495,-110.9328039,2301.6165,1,6,0.0273,0.0261,0.0609,0.0066,0.0226,-0.0253,-28.6,999.9
2148,324601.6,45.83517858,-110.9328075,2301.1395,1,6,0.0272,0.026,0.0605,0.0065,0.0225,-0.0251,-28.4,999.9
2148,324601.8,45.8351822,-110.932811,2300.6404,1,6,0.027,0.0258,0.0601,0.0065,0.0223,-0.025,-28.2,999.9
2148,324602,45.83518589,-110.9328146,2300.1343,1,6,0.0268,0.0257,0.0598,0.0065,0.0222,-0.0248,-28,999.9
2148,324602.2,45.83518966,-110.9328182,2299.6256,1,6,0.0267,0.0255,0.0594,0.0064,0.0221,-0.0246,-27.8,999.9
2148,324602.4,45.8351934,-110.9328217,2299.134,1,6,0.0265,0.0253,0.059,0.0064,0.0219,-0.0245,-27.6,999.9
2148,324602.6,45.83519677,-110.932825,2298.6907,1,6,0.0263,0.0252,0.0587,0.0063,0.0218,-0.0243,-27.4,999.9
2148,324602.8,45.83519953,-110.9328276,2298.3196,1,6,0.0261,0.025,0.0583,0.0063,0.0217,-0.0242,-27.2,999.9
2148,324603,45.83520146,-110.9328293,2298.0364,1,6,0.026,0.0248,0.0579,0.0063,0.0215,-0.024,-27,999.9
2148,324603.2,45.83520257,-110.9328301,2297.8439,1,6,0.0258,0.0247,0.0576,0.0062,0.0214,-0.0238,-26.8,999.9
2148,324603.4,45.83520299,-110.9328302,2297.7541,1,6,0.0256,0.0245,0.0572,0.0062,0.0212,-0.0237,-26.6,999.9
2148,324603.6,45.83520302,-110.9328299,2297.7722,1,6,0.0255,0.0243,0.0568,0.0061,0.0211,-0.0235,-26.4,999.9
2148,324603.8,45.83520293,-110.9328295,2297.907,1,6,0.0253,0.0242,0.0564,0.0061,0.021,-0.0233,-26.2,999.9
2148,324604,45.83520299,-110.9328295,2298.1693,1,6,0.0251,0.024,0.0561,0.0061,0.0208,-0.0232,-26,999.9
2148,324604.2,45.83520342,-110.9328298,2298.56,1,6,0.0249,0.0238,0.0557,0.006,0.0207,-0.023,-25.8,999.9
2148,324604.4,45.83520423,-110.9328305,2299.0671,1,6,0.0248,0.0237,0.0553,0.006,0.0205,-0.0228,-25.6,999.9
2148,324604.6,45.83520535,-110.9328314,2299.6904,1,6,0.0246,0.0235,0.055,0.0059,0.0204,-0.0227,-25.4,999.9
2148,324604.8,45.83520653,-110.9328325,2300.3854,1,6,0.0244,0.0233,0.0546,0.0059,0.0203,-0.0225,-25.2,999.9
2148,324605,45.83520768,-110.9328337,2301.0982,1,6,0.0243,0.0232,0.0542,0.0059,0.0201,-0.0224,-25,999.9
2148,324605.2,45.83520877,-110.932835,2301.8231,1,6,0.0241,0.023,0.0538,0.0058,0.02,-0.0222,-24.8,999.9
2148,324605.4,45.83520982,-110.9328362,2302.5305,1,6,0.0239,0.0228,0.0535,0.0058,0.0198,-0.022,-24.6,999.9
2148,324605.6,45.8352109,-110.9328373,2303.2329,1,6,0.0237,0.0227,0.0531,0.0057,0.0197,-0.0219,-24.4,999.9
2148,324605.8,45.83521197,-110.9328383,2303.9399,1,6,0.0236,0.0225,0.0527,0.0057,0.0196,-0.0217,-24.2,999.9
2148,324606,45.83521303,-110.9328392,2304.6356,1,6,0.0234,0.0223,0.0524,0.0057,0.0194,-0.0215,-24,999.9
2148,324606.2,45.83521407,-110.9328401,2305.3204,1,6,0.0232,0.0222,0.052,0.0056,0.0193,-0.0214,-23.8,999.9
2148,324606.4,45.83521505,-110.932841,2306.0149,1,6,0.0231,0.022,0.0516,0.0056,0.0191,-0.0212,-23.6,999.9
2148,324606.6,45.835216,-110.9328419,2306.7338,1,6,0.0229,0.0218,0.0512,0.0055,0.019,-0.021,-23.4,999.9
2148,324606.8,45.83521694,-110.9328429,2307.4624,1,6,0.0227,0.0217,0.0509,0.0055,0.0189,-0.0209,-23.2,999.9
2148,324607,45.83521788,-110.9328441,2308.1833,1,6,0.0225,0.0215,0.0505,0.0055,0.0187,-0.0207,-23,999.9
2148,324607.2,45.83521879,-110.9328453,2308.8241,1,6,0.0224,0.0213,0.0501,0.0054,0.0186,-0.0205,-22.8,999.9
2148,324607.4,45.83521956,-110.9328463,2309.3597,1,6,0.0222,0.0212,0.0498,0.0054,0.0184,-0.0204,-22.6,999.9
2148,324607.6,45.83522014,-110.9328471,2309.7822,1,6,0.022,0.021,0.0494,0.0053,0.0183,-0.0202,-22.4,999.9
2148,324607.8,45.83522049,-110.9328477,2310.0808,1,6,0.0218,0.0208,0.049,0.0053,0.0182,-0.02,-22.2,999.9
2148,324608,45.83522068,-110.9328482,2310.2491,1,6,0.0217,0.0207,0.0486,0.0053,0.018,-0.0199,-22,999.9
2148,324608.2,45.83522076,-110.9328489,2310.2913,1,6,0.0215,0.0205,0.0483,0.0052,0.0179,-0.0197,-21.8,999.9
2148,324608.4,45.83522091,-110.9328502,2310.2148,1,6,0.0213,0.0203,0.048,0.0052,0.0178,-0.0195,-21.6,999.9
2148,324608.6,45.8352212,-110.9328523,2310.0413,1,6,0.0212,0.0202,0.0476,0.0051,0.0176,-0.0194,-21.4,999.9
2148,324608.8,45.83522178,-110.9328557,2309.7904,1,6,0.021,0.02,0.0472,0.0051,0.0175,-0.0192,-21.2,999.9
2148,324609,45.83522277,-110.9328604,2309.4492,1,6,0.0209,0.0199,0.0475,0.0051,0.0176,-0.0188,-21,999.9
2148,324609.2,45.83522416,-110.9328665,2309.0422,1,6,0.0215,0.0197,0.0518,0.0058,0.0183,-0.015,-20.8,999.9
2148,324609.4,45.83522585,-110.9328737,2308.5934,1,6,0.0213,0.0196,0.0514,0.0058,0.0181,-0.0149,-20.6,999.9
2148,324609.6,45.8352277,-110.9328815,2308.1236,1,6,0.0211,0.0194,0.0508,0.0058,0.0179,-0.0147,-20.4,999.9
2148,324609.8,45.83522965,-110.9328894,2307.6483,1,6,0.0208,0.0192,0.0494,0.0055,0.0175,-0.0152,-20.2,999.9
2148,324610,45.83523154,-110.9328972,2307.1734,1,6,0.0199,0.019,0.0449,0.0049,0.0166,-0.0182,-20,999.9
2148,324610.2,45.83523343,-110.9329047,2306.7071,1,6,0.0198,0.0188,0.0445,0.0048,0.0165,-0.018,-19.8,999.9
2148,324610.4,45.83523529,-110.9329119,2306.2398,1,6,0.0196,0.0187,0.0442,0.0048,0.0163,-0.0179,-19.6,999.9
2148,324610.6,45.83523713,-110.9329188,2305.7692,1,6,0.0194,0.0185,0.0438,0.0048,0.0162,-0.0177,-19.4,999.9
2148,324610.8,45.835239,-110.9329255,2305.288,1,6,0.0193,0.0183,0.0434,0.0047,0.0161,-0.0175,-19.2,999.9
2148,324611,45.83524096,-110.932932,2304.8144,1,6,0.0191,0.0182,0.0431,0.0047,0.0159,-0.0173,-19,999.9
2148,324611.2,45.83524303,-110.9329384,2304.3509,1,6,0.0189,0.018,0.0427,0.0046,0.0158,-0.0172,-18.8,999.9
2148,324611.4,45.83524512,-110.9329445,2303.892,1,6,0.0187,0.0178,0.0423,0.0046,0.0156,-0.017,-18.6,999.9
2148,324611.6,45.83524729,-110.9329505,2303.4298,1,6,0.0186,0.0177,0.0419,0.0046,0.0155,-0.0168,-18.4,999.9
2148,324611.8,45.83524942,-110.9329563,2302.9695,1,6,0.0184,0.0175,0.0416,0.0045,0.0153,-0.0167,-18.2,999.9
2148,324612,45.83525157,-110.9329621,2302.5136,1,6,0.0182,0.0173,0.0412,0.0045,0.0152,-0.0165,-18,999.9
2148,324612.2,45.83525367,-110.9329679,2302.0547,1,6,0.018,0.0171,0.0408,0.0045,0.0151,-0.0163,-17.8,999.9
2148,324612.4,45.83525571,-110.9329737,2301.6053,1,6,0.0179,0.017,0.0404,0.0044,0.0149,-0.0162,-17.6,999.9
2148,324612.6,45.83525774,-110.9329795,2301.1478,1,6,0.0177,0.0168,0.0401,0.0044,0.0148,-0.016,-17.4,999.9
2148,324612.8,45.83525972,-110.9329854,2300.6932,1,6,0.0175,0.0166,0.0397,0.0043,0.0146,-0.0158,-17.2,999.9
2148,324613,45.83526168,-110.9329915,2300.2418,1,6,0.0174,0.0165,0.0393,0.0043,0.0145,-0.0156,-17,999.9
2148,324613.2,45.83526367,-110.9329975,2299.7894,1,6,0.0172,0.0163,0.039,0.0043,0.0144,-0.0155,-16.8,999.9
2148,324613.4,45.83526565,-110.9330036,2299.3355,1,6,0.017,0.0161,0.0386,0.0042,0.0142,-0.0153,-16.6,999.9
2148,324613.6,45.83526763,-110.9330098,2298.8888,1,6,0.0168,0.016,0.0382,0.0042,0.0141,-0.0151,-16.4,999.9
2148,324613.8,45.8352696,-110.9330159,2298.437,1,6,0.0167,0.0158,0.0379,0.0042,0.0139,-0.015,-16.2,999.9
2148,324614,45.83527161,-110.9330221,2297.9801,1,6,0.0165,0.0156,0.0375,0.0041,0.0138,-0.0148,-16,999.9
2148,324614.2,45.83527361,-110.9330284,2297.5262,1,6,0.0163,0.0155,0.0371,0.0041,0.0136,-0.0146,-15.8,999.9
2148,324614.4,45.83527565,-110.9330346,2297.0826,1,6,0.0162,0.0153,0.0367,0.0041,0.0135,-0.0144,-15.6,999.9
2148,324614.6,45.83527766,-110.9330409,2296.6389,1,6,0.016,0.0151,0.0364,0.004,0.0134,-0.0143,-15.4,999.9
2148,324614.8,45.83527968,-110.9330472,2296.1876,1,6,0.0158,0.015,0.036,0.004,0.0132,-0.0141,-15.2,999.9
2148,324615,45.83528169,-110.9330537,2295.7406,1,6,0.0156,0.0148,0.0356,0.0039,0.0131,-0.0139,-15,999.9
2148,324615.2,45.8352837,-110.9330602,2295.3068,1,6,0.0155,0.0146,0.0353,0.0039,0.0129,-0.0138,-14.8,999.9
2148,324615.4,45.8352857,-110.9330668,2294.864,1,6,0.0153,0.0145,0.0349,0.0039,0.0128,-0.0136,-14.6,999.9
2148,324615.6,45.83528771,-110.9330732,2294.4256,1,6,0.0151,0.0143,0.0345,0.0038,0.0127,-0.0134,-14.4,999.9
2148,324615.8,45.83528975,-110.9330797,2293.9767,1,6,0.015,0.0141,0.0342,0.0038,0.0125,-0.0132,-14.2,999.9
2148,324616,45.83529182,-110.9330862,2293.5413,1,6,0.0148,0.014,0.0338,0.0038,0.0124,-0.0131,-14,999.9
2148,324616.2,45.83529378,-110.9330928,2293.1073,1,6,0.0146,0.0138,0.0334,0.0037,0.0122,-0.0129,-13.8,999.9
2148,324616.4,45.83529572,-110.9330993,2292.6709,1,6,0.0144,0.0136,0.0331,0.0037,0.0121,-0.0127,-13.6,999.9
2148,324616.6,45.83529764,-110.9331059,2292.2312,1,6,0.0143,0.0135,0.0327,0.0037,0.0119,-0.0125,-13.4,999.9
2148,324616.8,45.83529953,-110.9331125,2291.7815,1,6,0.0141,0.0133,0.0323,0.0036,0.0118,-0.0124,-13.2,999.9
2148,324617,45.8353015,-110.933119,2291.336,1,6,0.0139,0.0131,0.032,0.0036,0.0117,-0.0122,-13,999.9
2148,324617.2,45.83530342,-110.9331255,2290.8921,1,6,0.0138,0.013,0.0316,0.0036,0.0115,-0.012,-12.8,999.9
2148,324617.4,45.83530533,-110.9331319,2290.4435,1,6,0.0136,0.0128,0.0312,0.0035,0.0114,-0.0118,-12.6,999.9
2148,324617.6,45.83530732,-110.9331383,2289.9982,1,6,0.0134,0.0126,0.0309,0.0035,0.0112,-0.0117,-12.4,999.9
2148,324617.8,45.83530926,-110.9331446,2289.5507,1,6,0.0133,0.0125,0.0305,0.0035,0.0111,-0.0115,-12.2,999.9
2148,324618,45.83531122,-110.933151,2289.0997,1,6,0.0131,0.0123,0.0302,0.0034,0.011,-0.0113,-12,999.9
2148,324618.2,45.83531316,-110.9331574,2288.6521,1,6,0.0129,0.0121,0.0298,0.0034,0.0108,-0.0112,-11.8,999.9
2148,324618.4,45.83531503,-110.9331639,2288.2021,1,6,0.0128,0.012,0.0294,0.0034,0.0107,-0.011,-11.6,999.9
2148,324618.6,45.83531685,-110.9331705,2287.7652,1,6,0.0126,0.0118,0.0291,0.0033,0.0105,-0.0108,-11.4,999.9
2148,324618.8,45.83531872,-110.9331769,2287.3151,1,6,0.0124,0.0116,0.0287,0.0033,0.0104,-0.0106,-11.2,999.9
2148,324619,45.8353206,-110.9331835,2286.8748,1,6,0.0123,0.0115,0.0284,0.0033,0.0103,-0.0105,-11,999.9
2148,324619.2,45.83532246,-110.9331899,2286.4389,1,6,0.0121,0.0113,0.028,0.0032,0.0101,-0.0103,-10.8,999.9
2148,324619.4,45.83532433,-110.9331963,2285.989,1,6,0.0119,0.0112,0.0276,0.0032,0.01,-0.0101,-10.6,999.9
2148,324619.6,45.83532622,-110.9332026,2285.5493,1,6,0.0118,0.011,0.0273,0.0032,0.0098,-0.0099,-10.4,999.9
2148,324619.8,45.83532809,-110.9332089,2285.1086,1,6,0.0116,0.0108,0.0269,0.0032,0.0097,-0.0098,-10.2,999.9
2148,324620,45.83532999,-110.9332153,2284.6604,1,6,0.0114,0.0107,0.0266,0.0031,0.0096,-0.0096,-10,999.9
2148,324620.2,45.83533187,-110.9332216,2284.2124,1,6,0.0113,0.0105,0.0262,0.0031,0.0094,-0.0094,-9.8,999.9
2148,324620.4,45.83533374,-110.9332279,2283.7631,1,6,0.0111,0.0103,0.0259,0.0031,0.0093,-0.0092,-9.6,999.9
2148,324620.6,45.83533566,-110.9332342,2283.3155,1,6,0.0109,0.0102,0.0255,0.003,0.0092,-0.0091,-9.4,999.9
2148,324620.8,45.83533751,-110.9332406,2282.869,1,6,0.0108,0.01,0.0252,0.003,0.009,-0.0089,-9.2,999.9
2148,324621,45.83533946,-110.933247,2282.4141,1,6,0.0106,0.0099,0.0248,0.003,0.0089,-0.0087,-9,999.9
2148,324621.2,45.83534141,-110.9332535,2281.9798,1,6,0.0105,0.0097,0.0245,0.0029,0.0087,-0.0086,-8.8,999.9
2148,324621.4,45.83534334,-110.93326,2281.5337,1,6,0.0103,0.0095,0.0241,0.0029,0.0086,-0.0084,-8.6,999.9
2148,324621.6,45.83534517,-110.9332664,2281.0918,1,6,0.0101,0.0094,0.0238,0.0029,0.0085,-0.0082,-8.4,999.9
2148,324621.8,45.83534699,-110.9332728,2280.6443,1,6,0.01,0.0092,0.0235,0.0029,0.0083,-0.0081,-8.2,999.9
2148,324622,45.83534874,-110.9332793,2280.1953,1,6,0.0098,0.0091,0.0231,0.0028,0.0082,-0.0079,-8,999.9
2148,324622.2,45.83535054,-110.9332858,2279.7572,1,6,0.0097,0.0089,0.0228,0.0028,0.0081,-0.0077,-7.8,999.9
2148,324622.4,45.83535238,-110.9332923,2279.304,1,6,0.0095,0.0088,0.0224,0.0028,0.0079,-0.0076,-7.6,999.9
2148,324622.6,45.83535416,-110.9332987,2278.8531,1,6,0.0094,0.0086,0.0221,0.0027,0.0078,-0.0074,-7.4,999.9
2148,324622.8,45.83535597,-110.9333053,2278.4055,1,6,0.0092,0.0085,0.0218,0.0027,0.0077,-0.0072,-7.2,999.9
2148,324623,45.83535784,-110.9333119,2277.9632,1,6,0.009,0.0083,0.0214,0.0027,0.0075,-0.0071,-7,999.9
2148,324623.2,45.8353597,-110.9333186,2277.5197,1,6,0.0089,0.0082,0.0211,0.0027,0.0074,-0.0069,-6.8,999.9
2148,324623.4,45.83536167,-110.933325,2277.079,1,6,0.0087,0.008,0.0208,0.0026,0.0073,-0.0067,-6.6,999.9
2148,324623.6,45.83536363,-110.9333315,2276.6351,1,6,0.0086,0.0079,0.0205,0.0026,0.0072,-0.0066,-6.4,999.9
2148,324623.8,45.8353656,-110.9333379,2276.1745,1,6,0.0085,0.0077,0.0201,0.0026,0.007,-0.0064,-6.2,999.9
2148,324624,45.8353675,-110.9333436,2275.7679,1,6,0.0083,0.0076,0.0198,0.0026,0.0069,-0.0063,-6,999.9
2148,324624.2,45.83536907,-110.9333482,2275.4504,1,6,0.0082,0.0074,0.0195,0.0025,0.0068,-0.0061,-5.8,999.9
2148,324624.4,45.83537032,-110.9333513,2275.2085,1,6,0.008,0.0073,0.0192,0.0025,0.0067,-0.006,-5.6,999.9
2148,324624.6,45.83537114,-110.9333529,2275.0541,1,6,0.0079,0.0072,0.0189,0.0025,0.0065,-0.0058,-5.4,999.9
2148,324624.8,45.83537157,-110.9333531,2274.9627,1,6,0.0077,0.007,0.0186,0.0025,0.0064,-0.0057,-5.2,999.9
2148,324625,45.83537144,-110.9333522,2274.9369,1,6,0.0076,0.0069,0.0183,0.0024,0.0063,-0.0056,-5,999.9
2148,324625.2,45.83537062,-110.9333502,2274.9824,1,6,0.0075,0.0068,0.018,0.0024,0.0062,-0.0054,-4.8,999.9
2148,324625.4,45.83536897,-110.9333473,2275.0409,1,6,0.0073,0.0066,0.0177,0.0024,0.0061,-0.0053,-4.6,999.9
2148,324625.6,45.83536643,-110.9333435,2275.1315,1,6,0.0072,0.0065,0.0174,0.0024,0.0059,-0.0052,-4.4,999.9
2148,324625.8,45.83536284,-110.9333388,2275.2574,1,6,0.0071,0.0064,0.0171,0.0024,0.0058,-0.005,-4.2,999.9
2148,324626,45.83535825,-110.9333333,2275.4106,1,6,0.007,0.0063,0.0168,0.0023,0.0057,-0.0049,-4,999.9
2148,324626.2,45.83535296,-110.9333273,2275.5795,1,6,0.0069,0.0062,0.0166,0.0023,0.0056,-0.0048,-3.8,999.9
2148,324626.4,45.83534739,-110.9333212,2275.7602,1,6,0.0067,0.006,0.0163,0.0023,0.0055,-0.0047,-3.6,999.9
2148,324626.6,45.8353418,-110.9333154,2275.9287,1,6,0.0066,0.0059,0.016,0.0023,0.0054,-0.0046,-3.4,999.9
2148,324626.8,45.83533621,-110.9333099,2276.0951,1,6,0.0065,0.0058,0.0158,0.0023,0.0053,-0.0045,-3.2,999.9
2148,324627,45.83533073,-110.9333046,2276.2699,1,6,0.0064,0.0057,0.0155,0.0022,0.0052,-0.0044,-3,999.9
2148,324627.2,45.8353253,-110.9332997,2276.4346,1,6,0.0063,0.0056,0.0153,0.0022,0.0051,-0.0043,-2.8,999.9
2148,324627.4,45.83532001,-110.9332949,2276.5921,1,6,0.0062,0.0056,0.0151,0.0022,0.005,-0.0042,-2.6,999.9
2148,324627.6,45.83531477,-110.9332904,2276.7532,1,6,0.0061,0.0055,0.0149,0.0022,0.0049,-0.0042,-2.4,999.9
