%,GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2208,401204.6,45.83485875,-110.9344125,2315.8931,1,8,0.0056,0.005,0.0104,0.0009,0.0047,-0.0015,-0.4,14
2208,401204.8,45.83485562,-110.9344184,2316.2409,1,8,0.0056,0.005,0.0104,0.0009,0.0047,-0.0015,-0.2,13.3
2208,401205,45.83485243,-110.9344243,2316.5981,1,8,0.0056,0.0051,0.0105,0.0009,0.0048,-0.0015,0,12.6
2208,401205.2,45.83484927,-110.9344304,2316.935,1,8,0.0071,0.0068,0.0139,-0.0017,0.0067,-0.0018,-4.8,12
2208,401205.4,45.83484613,-110.9344365,2317.2801,1,8,0.007,0.0066,0.0137,-0.0016,0.0066,-0.0017,-4.6,11.2
2208,401205.6,45.83484304,-110.9344425,2317.6337,1,8,0.0069,0.0065,0.0134,-0.0015,0.0064,-0.0017,-4.4,10.5
2208,401205.8,45.83483988,-110.9344486,2317.9784,1,8,0.0068,0.0064,0.0132,-0.0014,0.0063,-0.0017,-4.2,9.8
2208,401206,45.83483665,-110.9344546,2318.3264,1,8,0.0067,0.0063,0.013,-0.0013,0.0062,-0.0017,-4,9.1
2208,401206.2,45.83483341,-110.9344609,2318.6676,1,8,0.0066,0.0062,0.0127,-0.0012,0.006,-0.0017,-3.8,8.4
2208,401206.4,45.83483013,-110.9344671,2319.017,1,8,0.0065,0.0061,0.0125,-0.0012,0.0059,-0.0016,-3.6,7.7
2208,401206.6,45.83482677,-110.9344733,2319.3657,1,8,0.0064,0.006,0.0123,-0.0011,0.0058,-0.0016,-3.4,7
2208,401206.8,45.83482336,-110.9344795,2319.7132,1,8,0.0063,0.0059,0.0121,-0.001,0.0057,-0.0016,-3.2,6.3
2208,401207,45.83481996,-110.9344858,2320.0607,1,8,0.0062,0.0058,0.0119,-0.0008,0.0056,-0.0016,-3,5.5
2208,401207.2,45.83481651,-110.9344921,2320.407,1,8,0.0062,0.0057,0.0117,-0.0007,0.0055,-0.0016,-2.8,4.8
2208,401207.4,45.83481305,-110.9344983,2320.7568,1,8,0.0061,0.0056,0.0115,-0.0006,0.0054,-0.0016,-2.6,4.1
2208,401207.6,45.83480957,-110.9345046,2321.103,1,8,0.006,0.0055,0.0114,-0.0004,0.0053,-0.0016,-2.4,3.4
2208,401207.8,45.83480608,-110.9345109,2321.4494,1,8,0.006,0.0054,0.0112,0.0002,0.0052,-0.0016,-2.2,40.5
2208,401208,45.8348026,-110.9345171,2321.7973,1,8,0.0059,0.0054,0.0111,0.0004,0.0051,-0.0016,-2,39.8
2208,401208.2,45.83479909,-110.9345234,2322.1384,1,8,0.0058,0.0053,0.0109,0.0006,0.005,-0.0016,-1.8,39
2208,401208.4,45.83479564,-110.9345297,2322.4843,1,8,0.0058,0.0052,0.0108,0.0007,0.005,-0.0016,-1.6,38.2
2208,401208.6,45.83479226,-110.9345359,2322.8377,1,8,0.0058,0.0052,0.0107,0.0007,0.0049,-0.0015,-1.4,37.5
2208,401208.8,45.83478886,-110.9345422,2323.1878,1,8,0.0057,0.0051,0.0106,0.0008,0.0048,-0.0015,-1.2,36.7
2208,401209,45.83478546,-110.9345485,2323.5341,1,8,0.0057,0.0051,0.0105,0.0008,0.0048,-0.0015,-1,36
2208,401209.2,45.83478211,-110.9345548,2323.8812,1,8,0.0057,0.0051,0.0105,0.0009,0.0048,-0.0015,-0.8,35.2
2208,401209.4,45.83477877,-110.9345612,2324.2287,1,8,0.0056,0.0051,0.0104,0.0009,0.0047,-0.0015,-0.6,34.3
2208,401209.6,45.83477542,-110.9345676,2324.5699,1,8,0.0056,0.005,0.0104,0.0009,0.0047,-0.0015,-0.4,33.5
2208,401209.8,45.83477204,-110.9345739,2324.9176,1,8,0.0056,0.005,0.0104,0.0009,0.0047,-0.0015,-0.2,32.7
2208,401210,45.83476865,-110.9345804,2325.2662,1,8,0.0056,0.0051,0.0105,0.0009,0.0048,-0.0016,0,31.9
2208,401210.2,45.83476521,-110.9345869,2325.6137,1,8,0.0071,0.0068,0.014,-0.0016,0.0067,-0.0018,-4.8,31.1
2208,401210.4,45.83476185,-110.9345932,2325.9523,1,8,0.007,0.0067,0.0137,-0.0016,0.0066,-0.0018,-4.6,30.3
2208,401210.6,45.83475857,-110.9345994,2326.2973,1,8,0.0069,0.0065,0.0135,-0.0015,0.0064,-0.0017,-4.4,29.5
2208,401210.8,45.83475528,-110.9346056,2326.6416,1,8,0.0068,0.0064,0.0132,-0.0014,0.0063,-0.0017,-4.2,28.7
2208,401211,45.83475202,-110.9346118,2326.9917,1,8,0.0067,0.0063,0.013,-0.0013,0.0062,-0.0017,-4,27.8
2208,401211.2,45.83474872,-110.934618,2327.3337,1,8,0.0066,0.0062,0.0128,-0.0012,0.006,-0.0017,-3.8,27
2208,401211.4,45.83474537,-110.9346241,2327.6713,1,8,0.0065,0.0061,0.0125,-0.0011,0.0059,-0.0017,-3.6,26.2
2208,401211.6,45.83474199,-110.9346303,2328.0074,1,8,0.0064,0.006,0.0123,-0.001,0.0058,-0.0017,-3.4,25.4
2208,401211.8,45.83473863,-110.9346365,2328.3474,1,8,0.0063,0.0059,0.0121,-0.0009,0.0057,-0.0017,-3.2,24.5
2208,401212,45.83473522,-110.9346427,2328.6911,1,8,0.0063,0.0058,0.0119,-0.0007,0.0056,-0.0017,-3,23.7
2208,401212.2,45.83473178,-110.9346489,2329.0351,1,8,0.0062,0.0057,0.0117,-0.0006,0.0055,-0.0016,-2.8,22.8
2208,401212.4,45.83472837,-110.9346551,2329.3749,1,8,0.0061,0.0056,0.0116,-0.0004,0.0054,-0.0016,-2.6,22
2208,401212.6,45.83472497,-110.9346612,2329.7172,1,8,0.006,0.0055,0.0114,0.0002,0.0053,-0.0016,-2.4,21.1
2208,401212.8,45.83472153,-110.9346674,2330.0572,1,8,0.006,0.0055,0.0113,0.0005,0.0052,-0.0017,-2.2,20.3
2208,401213,45.83471811,-110.9346736,2330.3994,1,8,0.0059,0.0054,0.0111,0.0006,0.0051,-0.0017,-2,19.4
2208,401213.2,45.83471465,-110.9346798,2330.7435,1,8,0.0059,0.0053,0.011,0.0008,0.005,-0.0017,-1.8,18.6
2208,401213.4,45.83471125,-110.934686,2331.0806,1,8,0.0058,0.0053,0.0109,0.0009,0.0049,-0.0017,-1.6,17.7
2208,401213.6,45.8347079,-110.9346921,2331.4254,1,8,0.0058,0.0052,0.0108,0.001,0.0048,-0.0018,-1.4,16.9
2208,401213.8,45.83470453,-110.9346983,2331.7674,1,8,0.0058,0.0052,0.0107,0.0013,0.0047,-0.0019,-1.2,16
2208,401214,45.83470116,-110.9347045,2332.1123,1,8,0.0058,0.0053,0.0107,0.0015,0.0045,-0.002,-1,15.1
2208,401214.2,45.83469785,-110.9347108,2332.4441,1,8,0.0055,0.0045,0.0099,0.0021,0.0039,0.0016,-0.8,4.9
2208,401214.4,45.8346945,-110.934717,2332.7943,1,8,0.0054,0.0045,0.0099,0.0021,0.0038,0.0016,-0.6,4.1
2208,401214.6,45.83469115,-110.9347232,2333.1387,1,8,0.0054,0.0044,0.0099,0.0021,0.0038,0.0016,-0.4,3.3
2208,401214.8,45.83468779,-110.9347295,2333.4717,1,8,0.0054,0.0045,0.01,0.0019,0.004,0.0013,-0.2,8.6
2208,401215,45.8346844,-110.9347357,2333.8101,1,8,0.0055,0.0046,0.0101,0.0019,0.0041,0.0013,0,8
2208,401215.2,45.83468085,-110.934742,2334.1559,1,8,0.0069,0.006,0.0134,0.0017,0.0058,0.002,-4.8,7.3
2208,401215.4,45.83467743,-110.9347482,2334.4955,1,8,0.0068,0.0059,0.0132,0.0017,0.0057,0.0019,-4.6,6.7
2208,401215.6,45.83467402,-110.9347543,2334.8355,1,8,0.0067,0.0058,0.013,0.0017,0.0056,0.0018,-4.4,6.1
2208,401215.8,45.83467059,-110.9347605,2335.185,1,8,0.0066,0.0058,0.0127,0.0016,0.0055,0.0017,-4.2,5.5
2208,401216,45.8346672,-110.9347667,2335.5294,1,8,0.0065,0.0057,0.0126,0.0016,0.0054,0.0016,-4,4.9
2208,401216.2,45.83466382,-110.934773,2335.8746,1,8,0.0064,0.0057,0.0124,0.0014,0.0055,0.0012,-3.8,4.2
2208,401216.4,45.83466051,-110.9347792,2336.2039,1,8,0.0064,0.0059,0.0124,0.0005,0.0057,-0.0009,-3.6,312.5
2208,401216.6,45.83465719,-110.9347855,2336.5383,1,8,0.0064,0.006,0.0124,-0.0012,0.0059,-0.0018,-3.4,312.6
2208,401216.8,45.83465384,-110.9347916,2336.8939,1,8,0.0063,0.0059,0.0121,-0.0009,0.0057,-0.0016,-3.2,3.4
2208,401217,45.83465049,-110.9347979,2337.2312,1,8,0.0063,0.0059,0.012,-0.0011,0.0057,-0.0018,-3,312.2
2208,401217.2,45.83464707,-110.9348041,2337.5733,1,8,0.0062,0.0058,0.0118,-0.001,0.0056,-0.0018,-2.8,312.2
2208,401217.4,45.83464371,-110.9348102,2337.9087,1,8,0.0061,0.0057,0.0116,-0.0009,0.0055,-0.0018,-2.6,312.5
2208,401217.6,45.83464038,-110.9348162,2338.258,1,8,0.006,0.0056,0.0115,-0.0009,0.0054,-0.0018,-2.4,312.7
2208,401217.8,45.834637,-110.9348223,2338.6012,1,8,0.006,0.0055,0.0113,-0.0008,0.0053,-0.0018,-2.2,312.8
2208,401218,45.83463363,-110.9348284,2338.9402,1,8,0.0059,0.0055,0.0112,-0.0007,0.0053,-0.0018,-2,312.9
2208,401218.2,45.83463023,-110.9348345,2339.2877,1,8,0.0059,0.0054,0.011,-0.0007,0.0052,-0.0018,-1.8,313.3
2208,401218.4,45.83462687,-110.9348407,2339.6339,1,8,0.0058,0.0054,0.0109,-0.0006,0.0052,-0.0018,-1.6,313.8
2208,401218.6,45.83462348,-110.9348469,2339.979,1,8,0.0058,0.0053,0.0108,-0.0005,0.0051,-0.0018,-1.4,314.1
2208,401218.8,45.83462005,-110.9348531,2340.3151,1,8,0.0057,0.0053,0.0107,-0.0005,0.0051,-0.0018,-1.2,314.3
2208,401219,45.83461663,-110.9348594,2340.6514,1,8,0.0057,0.0053,0.0107,-0.0005,0.005,-0.0018,-1,314.9
2208,401219.2,45.8346132,-110.9348657,2341.0026,1,8,0.0057,0.0052,0.0106,-0.0005,0.005,-0.0019,-0.8,315.3
2208,401219.4,45.8346098,-110.9348718,2341.3446,1,8,0.0057,0.0052,0.0106,-0.0006,0.005,-0.0019,-0.6,315.8
2208,401219.6,45.83460649,-110.9348781,2341.6904,1,8,0.0057,0.0053,0.0106,-0.0007,0.005,-0.002,-0.4,316.3
2208,401219.8,45.83460317,-110.9348843,2342.0325,1,8,0.0057,0.0053,0.0106,-0.0008,0.0051,-0.002,-0.2,317.1
2208,401220,45.83459987,-110.9348907,2342.3722,1,8,0.0057,0.0053,0.0108,-0.0009,0.0052,-0.0021,0,317.5
2208,401220.2,45.8345965,-110.9348971,2342.705,1,8,0.0072,0.0071,0.0142,-0.0022,0.0071,-0.0023,-4.8,318.1
2208,401220.4,45.8345932,-110.9349033,2343.0508,1,8,0.0071,0.007,0.0139,-0.0022,0.007,-0.0024,-4.6,317.8
2208,401220.6,45.83458992,-110.9349095,2343.3916,1,8,0.007,0.0069,0.0137,-0.0022,0.0069,-0.0024,-4.4,317.7
2208,401220.8,45.83458664,-110.9349158,2343.7322,1,8,0.0069,0.0068,0.0135,-0.0022,0.0068,-0.0025,-4.2,317.6
2208,401221,45.83458328,-110.9349221,2344.0762,1,8,0.0068,0.0068,0.0134,-0.0023,0.0068,-0.0026,-4,317.6
2208,401221.2,45.83457999,-110.9349284,2344.411,1,8,0.0068,0.0069,0.0133,-0.0026,0.007,-0.003,-3.8,317.5
2208,401221.4,45.83457669,-110.9349348,2344.7455,1,8,0.0068,0.0073,0.0135,-0.0031,0.0074,-0.0036,-3.6,317.4
2208,401221.6,45.83457341,-110.9349411,2345.0798,1,8,0.0069,0.0077,0.0136,-0.0038,0.0079,-0.0042,-3.4,317.3
2208,401221.8,45.83457015,-110.9349474,2345.4109,1,7,0.0068,0.0076,0.0134,-0.0037,0.0078,-0.0042,-3.2,317.2
2208,401222,45.83456681,-110.9349537,2345.7535,1,7,0.0068,0.0075,0.0132,-0.0036,0.0076,-0.0041,-3,317.1
2208,401222.2,45.83456352,-110.9349599,2346.0965,1,7,0.0067,0.0073,0.013,-0.0035,0.0075,-0.0041,-2.8,317.1
2208,401222.4,45.83456022,-110.9349661,2346.4361,1,7,0.0066,0.0072,0.0128,-0.0034,0.0074,-0.004,-2.6,317
2208,401222.6,45.834557,-110.9349725,2346.7658,1,7,0.0065,0.0071,0.0126,-0.0033,0.0072,-0.004,-2.4,317.2
2208,401222.8,45.83455378,-110.9349789,2347.1069,1,7,0.0064,0.007,0.0125,-0.0033,0.0071,-0.0039,-2.2,317.3
2208,401223,45.83455052,-110.9349851,2347.4566,1,7,0.0064,0.0069,0.0123,-0.0032,0.007,-0.0039,-2,317.3
2208,401223.2,45.83454725,-110.9349914,2347.7966,1,7,0.0063,0.0068,0.0122,-0.0031,0.0069,-0.0038,-1.8,317.7
2208,401223.4,45.83454389,-110.9349976,2348.1353,1,7,0.0062,0.0067,0.012,-0.0031,0.0069,-0.0038,-1.6,317.8
2208,401223.6,45.83454047,-110.9350039,2348.4709,1,7,0.0062,0.0066,0.0119,-0.003,0.0068,-0.0037,-1.4,318.1
2208,401223.8,45.8345371,-110.9350102,2348.811,1,7,0.0061,0.0066,0.0118,-0.0029,0.0067,-0.0037,-1.2,318.5
2208,401224,45.8345337,-110.9350164,2349.159,1,7,0.0061,0.0064,0.0116,-0.0028,0.0065,-0.0036,-1,318.7
2208,401224.2,45.83453035,-110.9350226,2349.4994,1,8,0.0057,0.0052,0.0106,0.0005,0.0049,-0.0017,-0.8,319
2208,401224.4,45.83452697,-110.9350288,2349.8321,1,8,0.0057,0.0051,0.0105,0.0005,0.0049,-0.0017,-0.6,319.4
2208,401224.6,45.83452362,-110.9350349,2350.1676,1,8,0.0056,0.0051,0.0105,0.0005,0.0049,-0.0017,-0.4,319.8
2208,401224.8,45.83452022,-110.9350411,2350.5072,1,8,0.0056,0.0051,0.0105,0.0005,0.0049,-0.0017,-0.2,320.3
2208,401225,45.83451675,-110.9350473,2350.8576,1,8,0.0057,0.0052,0.0106,0.0004,0.005,-0.0018,0,320.9
2208,401225.2,45.83451326,-110.9350538,2351.1827,1,8,0.0071,0.0069,0.014,-0.0019,0.0068,-0.0019,-4.8,321.1
2208,401225.4,45.83450982,-110.93506,2351.5183,1,8,0.007,0.0068,0.0138,-0.0018,0.0067,-0.0019,-4.6,320.9
2208,401225.6,45.83450647,-110.9350663,2351.8582,1,8,0.0069,0.0066,0.0135,-0.0017,0.0066,-0.0019,-4.4,320.7
2208,401225.8,45.83450312,-110.9350726,2352.2024,1,8,0.0068,0.0065,0.0133,-0.0017,0.0065,-0.0019,-4.2,320.5
2208,401226,45.83449971,-110.9350789,2352.5451,1,8,0.0067,0.0064,0.0131,-0.0016,0.0063,-0.0019,-4,320.3
2208,401226.2,45.8344963,-110.9350853,2352.8865,1,8,0.0066,0.0063,0.0129,-0.0016,0.0062,-0.0019,-3.8,320.2
2208,401226.4,45.83449284,-110.9350916,2353.2274,1,8,0.0065,0.0062,0.0126,-0.0015,0.0061,-0.0019,-3.6,320.2
2208,401226.6,45.83448945,-110.9350978,2353.578,1,8,0.0065,0.0061,0.0124,-0.0014,0.006,-0.0019,-3.4,320.2
2208,401226.8,45.83448599,-110.9351041,2353.9164,1,8,0.0064,0.006,0.0123,-0.0014,0.0059,-0.0019,-3.2,320
2208,401227,45.83448256,-110.9351104,2354.2597,1,8,0.0063,0.006,0.0121,-0.0014,0.0058,-0.002,-3,320
2208,401227.2,45.83447909,-110.9351165,2354.6131,1,8,0.0062,0.0059,0.0119,-0.0013,0.0058,-0.002,-2.8,320.1
2208,401227.4,45.83447562,-110.9351226,2354.9552,1,8,0.0062,0.0058,0.0117,-0.0013,0.0057,-0.002,-2.6,320.1
2208,401227.6,45.83447219,-110.9351288,2355.2971,1,8,0.0061,0.0058,0.0116,-0.0013,0.0056,-0.0021,-2.4,320.2
2208,401227.8,45.83446873,-110.9351351,2355.6406,1,8,0.006,0.0057,0.0115,-0.0013,0.0056,-0.0021,-2.2,320
2208,401228,45.83446524,-110.9351415,2355.9978,1,8,0.006,0.0057,0.0114,-0.0014,0.0056,-0.0022,-2,320.2
2208,401228.2,45.83446174,-110.935148,2356.3422,1,8,0.006,0.0057,0.0113,-0.0015,0.0056,-0.0023,-1.8,320.5
2208,401228.4,45.83445816,-110.9351542,2356.6933,1,8,0.0059,0.0058,0.0114,-0.0018,0.0058,-0.0026,-1.6,320.9
2208,401228.6,45.8344547,-110.9351605,2357.043,1,8,0.006,0.0061,0.0116,-0.0023,0.0062,-0.0031,-1.4,321.3
2208,401228.8,45.83445126,-110.9351668,2357.383,1,8,0.0061,0.0066,0.0118,-0.0029,0.0067,-0.0037,-1.2,321.3
2208,401229,45.8344478,-110.935173,2357.7278,1,7,0.0061,0.0065,0.0118,-0.0029,0.0067,-0.0037,-1,321.4
2208,401229.2,45.83444437,-110.9351793,2358.0599,1,7,0.0061,0.0065,0.0117,-0.0029,0.0066,-0.0037,-0.8,321.7
2208,401229.4,45.83444094,-110.9351855,2358.3944,1,7,0.006,0.0065,0.0116,-0.0028,0.0066,-0.0037,-0.6,322
2208,401229.6,45.83443757,-110.9351917,2358.7433,1,7,0.006,0.0064,0.0116,-0.0028,0.0066,-0.0037,-0.4,322.4
2208,401229.8,45.83443416,-110.935198,2359.0716,1,7,0.006,0.0064,0.0116,-0.0028,0.0066,-0.0037,-0.2,322.6
2208,401230,45.83443073,-110.9352043,2359.4145,1,7,0.0061,0.0065,0.0117,-0.0029,0.0067,-0.0037,0,322.8
2208,401230.2,45.83442732,-110.9352107,2359.7457,1,7,0.0077,0.0088,0.0154,-0.0044,0.009,-0.0047,-4.8,323.3
2208,401230.4,45.83442401,-110.9352168,2360.0851,1,7,0.0076,0.0087,0.0151,-0.0043,0.0089,-0.0046,-4.6,323.1
2208,401230.6,45.83442079,-110.9352229,2360.42,1,7,0.0075,0.0085,0.0148,-0.0042,0.0087,-0.0045,-4.4,323
2208,401230.8,45.83441754,-110.935229,2360.7585,1,7,0.0074,0.0084,0.0146,-0.0041,0.0085,-0.0045,-4.2,322.8
2208,401231,45.83441427,-110.9352352,2361.0984,1,7,0.0073,0.0082,0.0143,-0.004,0.0084,-0.0044,-4,322.7
2208,401231.2,45.83441098,-110.9352413,2361.4369,1,7,0.0071,0.008,0.0141,-0.004,0.0082,-0.0043,-3.8,322.6
2208,401231.4,45.83440766,-110.9352473,2361.7754,1,7,0.007,0.0079,0.0139,-0.0039,0.0081,-0.0043,-3.6,322.4
2208,401231.6,45.8344044,-110.9352534,2362.1093,1,7,0.0069,0.0078,0.0136,-0.0038,0.0079,-0.0042,-3.4,322.3
2208,401231.8,45.83440111,-110.9352594,2362.4637,1,7,0.0068,0.0076,0.0134,-0.0037,0.0078,-0.0042,-3.2,322.3
2208,401232,45.83439783,-110.9352654,2362.8021,1,7,0.0067,0.0075,0.0132,-0.0036,0.0076,-0.0041,-3,322.1
2208,401232.2,45.83439454,-110.9352715,2363.1513,1,7,0.0067,0.0074,0.013,-0.0035,0.0075,-0.004,-2.8,322.2
2208,401232.4,45.8343912,-110.9352775,2363.4926,1,7,0.0066,0.0072,0.0128,-0.0034,0.0074,-0.004,-2.6,322.2
2208,401232.6,45.83438794,-110.9352837,2363.834,1,7,0.0065,0.0071,0.0127,-0.0033,0.0073,-0.0039,-2.4,322.4
2208,401232.8,45.8343847,-110.93529,2364.1767,1,7,0.0064,0.007,0.0125,-0.0033,0.0072,-0.0039,-2.2,322.8
2208,401233,45.83438134,-110.9352962,2364.5281,1,7,0.0064,0.0069,0.0123,-0.0032,0.007,-0.0039,-2,322.9
2208,401233.2,45.83437807,-110.9353025,2364.8726,1,7,0.0063,0.0068,0.0122,-0.0031,0.007,-0.0038,-1.8,323.1
2208,401233.4,45.83437477,-110.9353087,2365.2124,1,7,0.0062,0.0067,0.0121,-0.0031,0.0069,-0.0038,-1.6,323.1
2208,401233.6,45.8343715,-110.9353149,2365.5624,1,7,0.0062,0.0067,0.0119,-0.003,0.0068,-0.0038,-1.4,323.3
2208,401233.8,45.83436815,-110.9353211,2365.9002,1,7,0.0061,0.0066,0.0118,-0.0029,0.0067,-0.0037,-1.2,323.4
2208,401234,45.83436484,-110.9353273,2366.2501,1,7,0.0061,0.0065,0.0118,-0.0029,0.0067,-0.0037,-1,323.4
2208,401234.2,45.83436155,-110.9353336,2366.5901,1,7,0.0061,0.0065,0.0117,-0.0029,0.0066,-0.0037,-0.8,323.6
2208,401234.4,45.83435823,-110.9353398,2366.9342,1,7,0.006,0.0065,0.0116,-0.0028,0.0066,-0.0037,-0.6,323.8
2208,401234.6,45.83435491,-110.935346,2367.2746,1,7,0.006,0.0064,0.0116,-0.0028,0.0066,-0.0037,-0.4,324.3
2208,401234.8,45.83435152,-110.9353522,2367.6205,1,7,0.006,0.0064,0.0116,-0.0028,0.0066,-0.0037,-0.2,324.6
2208,401235,45.83434809,-110.9353584,2367.9626,1,7,0.006,0.0065,0.0118,-0.0029,0.0067,-0.0037,0,324.9
2208,401235.2,45.8343446,-110.9353648,2368.2911,1,7,0.0077,0.0088,0.0154,-0.0044,0.009,-0.0047,-4.8,325.1
2208,401235.4,45.83434117,-110.9353708,2368.6311,1,7,0.0076,0.0087,0.0151,-0.0043,0.0089,-0.0046,-4.6,324.8
