%,GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2208,399482.8,45.83517581,-110.9327713,2302.7533,1,6,0.0127,0.0055,0.0191,0.0038,0.0063,0.0127,-2.2,519.4
2208,399483,45.83517959,-110.932775,2302.2528,1,6,0.0126,0.0055,0.0189,0.0037,0.0062,0.0125,-2,519.7
2208,399483.2,45.83518329,-110.9327788,2301.7526,1,6,0.0124,0.0054,0.0186,0.0037,0.0061,0.0123,-1.8,519.5
2208,399483.4,45.83518699,-110.9327825,2301.2568,1,6,0.0123,0.0053,0.0184,0.0036,0.006,0.0122,-1.6,520.2
2208,399483.6,45.83519063,-110.9327862,2300.7566,1,6,0.0121,0.0053,0.0182,0.0036,0.0059,0.0121,-1.4,519.9
2208,399483.8,45.83519431,-110.9327899,2300.2644,1,6,0.012,0.0052,0.0181,0.0035,0.0058,0.0119,-1.2,519.8
2208,399484,45.83519798,-110.9327937,2299.768,1,6,0.0119,0.0052,0.0179,0.0035,0.0058,0.0118,-1,520
2208,399484.2,45.8352017,-110.9327975,2299.2685,1,6,0.0118,0.0051,0.0178,0.0035,0.0057,0.0118,-0.8,519.8
2208,399484.4,45.8352054,-110.9328011,2298.7787,1,6,0.0118,0.0051,0.0177,0.0034,0.0057,0.0117,-0.6,519.7
2208,399484.6,45.83520905,-110.9328049,2298.2797,1,6,0.0118,0.0051,0.0177,0.0034,0.0057,0.0117,-0.4,519.3
2208,399484.8,45.83521273,-110.9328086,2297.7883,1,6,0.0118,0.0051,0.0177,0.0034,0.0057,0.0117,-0.2,519.8
2208,399485,45.83521646,-110.9328123,2297.2919,1,6,0.0119,0.0051,0.018,0.0035,0.0058,0.0119,0,520.3
2208,399485.2,45.83522029,-110.932816,2296.8131,1,6,0.0158,0.007,0.0237,0.0049,0.0082,0.0156,-4.8,520.8
2208,399485.4,45.83522391,-110.9328196,2296.3104,1,6,0.0155,0.0069,0.0233,0.0048,0.008,0.0153,-4.6,520
2208,399485.6,45.83522764,-110.9328233,2295.8204,1,6,0.0152,0.0068,0.0229,0.0047,0.0079,0.0151,-4.4,519.6
2208,399485.8,45.83523118,-110.9328267,2295.3661,1,6,0.015,0.0066,0.0225,0.0046,0.0077,0.0148,-4.2,519.1
2208,399486,45.83523405,-110.9328297,2294.9855,1,6,0.0147,0.0065,0.0221,0.0045,0.0075,0.0146,-4,518.2
2208,399486.2,45.83523619,-110.9328319,2294.685,1,6,0.0145,0.0064,0.0217,0.0044,0.0074,0.0144,-3.8,517.6
2208,399486.4,45.83523757,-110.9328332,2294.4667,1,6,0.0142,0.0063,0.0214,0.0043,0.0072,0.0141,-3.6,517
2208,399486.6,45.83523815,-110.9328337,2294.3463,1,6,0.014,0.0061,0.021,0.0043,0.0071,0.0139,-3.4,516.4
2208,399486.8,45.83523831,-110.9328337,2294.3354,1,6,0.0137,0.006,0.0207,0.0042,0.0069,0.0137,-3.2,515.8
2208,399487,45.83523814,-110.9328335,2294.4474,1,6,0.0135,0.0059,0.0203,0.0041,0.0068,0.0135,-3,515.6
2208,399487.2,45.83523794,-110.9328332,2294.6649,1,6,0.0133,0.0058,0.02,0.004,0.0066,0.0132,-2.8,515.2
2208,399487.4,45.83523803,-110.9328331,2294.9998,1,6,0.0131,0.0057,0.0197,0.0039,0.0065,0.013,-2.6,514.8
2208,399487.6,45.83523838,-110.9328334,2295.4359,1,6,0.0129,0.0056,0.0194,0.0039,0.0064,0.0129,-2.4,514.8
2208,399487.8,45.83523913,-110.9328339,2295.9936,1,6,0.0127,0.0055,0.0192,0.0038,0.0063,0.0127,-2.2,514.8
2208,399488,45.83524013,-110.9328347,2296.6417,1,6,0.0126,0.0055,0.0189,0.0037,0.0062,0.0125,-2,514.7
2208,399488.2,45.83524128,-110.9328358,2297.3357,1,6,0.0124,0.0054,0.0187,0.0037,0.0061,0.0123,-1.8,514.4
2208,399488.4,45.8352424,-110.9328368,2298.0511,1,6,0.0123,0.0053,0.0184,0.0036,0.006,0.0122,-1.6,514.1
2208,399488.6,45.83524358,-110.9328377,2298.7627,1,6,0.0121,0.0053,0.0183,0.0036,0.0059,0.0121,-1.4,514.3
2208,399488.8,45.83524484,-110.9328388,2299.4756,1,6,0.012,0.0052,0.0181,0.0035,0.0058,0.012,-1.2,514.4
2208,399489,45.83524597,-110.93284,2300.1861,1,6,0.0119,0.0052,0.0179,0.0035,0.0058,0.0119,-1,514
2208,399489.2,45.83524709,-110.9328411,2300.8964,1,6,0.0119,0.0051,0.0178,0.0035,0.0057,0.0118,-0.8,514.3
2208,399489.4,45.83524829,-110.9328422,2301.6028,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.6,514.4
2208,399489.6,45.83524942,-110.9328432,2302.3034,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.4,514.8
2208,399489.8,45.83525048,-110.9328443,2303.0066,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.2,514.7
2208,399490,45.83525153,-110.9328455,2303.7295,1,6,0.012,0.0051,0.018,0.0036,0.0058,0.012,0,514.7
2208,399490.2,45.83525267,-110.9328466,2304.4495,1,6,0.0158,0.007,0.0237,0.005,0.0082,0.0156,-4.8,514.9
2208,399490.4,45.83525368,-110.9328476,2305.1424,1,6,0.0155,0.0069,0.0233,0.0049,0.0081,0.0154,-4.6,514.5
2208,399490.6,45.83525461,-110.9328486,2305.7472,1,6,0.0152,0.0068,0.0229,0.0048,0.0079,0.0151,-4.4,514.1
2208,399490.8,45.83525543,-110.9328494,2306.2627,1,6,0.015,0.0066,0.0225,0.0047,0.0077,0.0149,-4.2,513.5
2208,399491,45.83525597,-110.9328501,2306.6316,1,6,0.0147,0.0065,0.0221,0.0046,0.0076,0.0146,-4,512.7
2208,399491.2,45.83525631,-110.9328506,2306.8707,1,6,0.0145,0.0064,0.0218,0.0045,0.0074,0.0144,-3.8,511.9
2208,399491.4,45.83525645,-110.9328513,2306.9743,1,6,0.0142,0.0063,0.0214,0.0044,0.0072,0.0141,-3.6,511.3
2208,399491.6,45.83525667,-110.9328521,2306.9738,1,6,0.014,0.0062,0.021,0.0043,0.0071,0.0139,-3.4,511
2208,399491.8,45.83525693,-110.9328534,2306.8558,1,6,0.0137,0.006,0.0207,0.0042,0.0069,0.0137,-3.2,510.9
2208,399492,45.83525734,-110.9328558,2306.6502,1,6,0.0135,0.0059,0.0204,0.0041,0.0068,0.0135,-3,509.7
2208,399492.2,45.83525814,-110.9328592,2306.3746,1,6,0.0133,0.0058,0.02,0.004,0.0067,0.0133,-2.8,508.9
2208,399492.4,45.83525937,-110.9328639,2306.0249,1,6,0.0131,0.0057,0.0197,0.004,0.0065,0.0131,-2.6,508.5
2208,399492.6,45.83526093,-110.9328698,2305.604,1,6,0.0129,0.0056,0.0195,0.0039,0.0064,0.0129,-2.4,507.9
2208,399492.8,45.83526296,-110.9328766,2305.1646,1,6,0.0127,0.0056,0.0192,0.0038,0.0063,0.0127,-2.2,507.4
2208,399493,45.83526502,-110.9328838,2304.6898,1,6,0.0126,0.0055,0.0189,0.0038,0.0062,0.0125,-2,507.1
2208,399493.2,45.83526707,-110.9328911,2304.2164,1,6,0.0124,0.0054,0.0187,0.0037,0.0061,0.0124,-1.8,506.7
2208,399493.4,45.83526909,-110.9328984,2303.729,1,6,0.0123,0.0053,0.0185,0.0037,0.006,0.0122,-1.6,505.9
2208,399493.6,45.83527119,-110.9329055,2303.2532,1,6,0.0121,0.0053,0.0183,0.0036,0.0059,0.0121,-1.4,505.9
2208,399493.8,45.8352732,-110.9329125,2302.7779,1,6,0.012,0.0052,0.0181,0.0036,0.0059,0.012,-1.2,505.4
2208,399494,45.83527519,-110.9329193,2302.3063,1,6,0.0119,0.0052,0.018,0.0035,0.0058,0.0119,-1,505
2208,399494.2,45.83527715,-110.9329259,2301.8439,1,6,0.0119,0.0051,0.0178,0.0035,0.0057,0.0118,-0.8,504.2
2208,399494.4,45.83527904,-110.9329325,2301.3694,1,6,0.0118,0.0051,0.0178,0.0035,0.0057,0.0117,-0.6,503.3
2208,399494.6,45.83528093,-110.9329388,2300.9004,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.4,503.4
2208,399494.8,45.83528284,-110.9329452,2300.4334,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.2,503
2208,399495,45.83528481,-110.9329515,2299.9749,1,6,0.012,0.0051,0.0181,0.0036,0.0058,0.012,0,502.4
2208,399495.2,45.83528706,-110.9329576,2299.53,1,6,0.0158,0.007,0.0237,0.005,0.0083,0.0157,-4.8,502.1
2208,399495.4,45.83528904,-110.9329638,2299.0635,1,6,0.0155,0.0069,0.0233,0.0049,0.0081,0.0154,-4.6,501.3
2208,399495.6,45.83529087,-110.93297,2298.5986,1,6,0.0152,0.0068,0.0229,0.0048,0.0079,0.0151,-4.4,500.2
2208,399495.8,45.83529284,-110.9329762,2298.1306,1,6,0.015,0.0066,0.0225,0.0047,0.0078,0.0149,-4.2,499.6
2208,399496,45.83529478,-110.9329823,2297.6783,1,6,0.0147,0.0065,0.0222,0.0046,0.0076,0.0146,-4,499
2208,399496.2,45.83529672,-110.9329885,2297.2211,1,6,0.0145,0.0064,0.0218,0.0045,0.0074,0.0144,-3.8,498.3
2208,399496.4,45.83529868,-110.9329947,2296.7757,1,6,0.0142,0.0063,0.0214,0.0044,0.0073,0.0142,-3.6,497.5
2208,399496.6,45.83530062,-110.9330011,2296.31,1,6,0.014,0.0062,0.0211,0.0043,0.0071,0.0139,-3.4,496.9
2208,399496.8,45.83530261,-110.9330074,2295.8513,1,6,0.0138,0.006,0.0207,0.0042,0.007,0.0137,-3.2,496.3
2208,399497,45.83530457,-110.9330137,2295.3983,1,6,0.0135,0.0059,0.0204,0.0041,0.0068,0.0135,-3,495.6
2208,399497.2,45.83530651,-110.93302,2294.9485,1,6,0.0133,0.0058,0.0201,0.0041,0.0067,0.0133,-2.8,495.3
2208,399497.4,45.83530844,-110.9330263,2294.4929,1,6,0.0131,0.0057,0.0198,0.004,0.0066,0.0131,-2.6,494.5
2208,399497.6,45.83531046,-110.9330326,2294.0507,1,6,0.0129,0.0056,0.0195,0.0039,0.0064,0.0129,-2.4,494.4
2208,399497.8,45.83531246,-110.9330391,2293.6015,1,6,0.0127,0.0056,0.0192,0.0038,0.0063,0.0127,-2.2,494.4
2208,399498,45.83531446,-110.9330455,2293.1519,1,6,0.0126,0.0055,0.0189,0.0038,0.0062,0.0125,-2,494.5
2208,399498.2,45.83531641,-110.9330519,2292.7091,1,6,0.0124,0.0054,0.0187,0.0037,0.0061,0.0124,-1.8,494.3
2208,399498.4,45.8353183,-110.9330583,2292.2617,1,6,0.0123,0.0053,0.0185,0.0037,0.006,0.0122,-1.6,494
2208,399498.6,45.83532019,-110.9330648,2291.8159,1,6,0.0122,0.0053,0.0183,0.0036,0.0059,0.0121,-1.4,493.3
2208,399498.8,45.8353221,-110.9330713,2291.3624,1,6,0.012,0.0052,0.0181,0.0036,0.0059,0.012,-1.2,493
2208,399499,45.83532409,-110.9330777,2290.9206,1,6,0.0119,0.0052,0.018,0.0036,0.0058,0.0119,-1,493
2208,399499.2,45.83532595,-110.9330842,2290.4789,1,6,0.0119,0.0051,0.0178,0.0035,0.0058,0.0118,-0.8,492.3
2208,399499.4,45.83532773,-110.9330907,2290.0266,1,6,0.0118,0.0051,0.0178,0.0035,0.0057,0.0117,-0.6,492.1
2208,399499.6,45.83532969,-110.933097,2289.5907,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.4,492
2208,399499.8,45.83533168,-110.9331034,2289.1526,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.2,491.5
2208,399500,45.83533366,-110.9331098,2288.7128,1,6,0.012,0.0051,0.0181,0.0036,0.0058,0.012,0,491.3
2208,399500.2,45.83533557,-110.9331163,2288.2548,1,6,0.0158,0.007,0.0238,0.005,0.0083,0.0157,-4.8,490.9
2208,399500.4,45.83533746,-110.9331227,2287.8099,1,6,0.0155,0.0069,0.0234,0.0049,0.0081,0.0154,-4.6,489.7
2208,399500.6,45.83533934,-110.9331291,2287.3626,1,6,0.0152,0.0068,0.023,0.0048,0.0079,0.0152,-4.4,488.9
2208,399500.8,45.83534127,-110.9331356,2286.9084,1,6,0.015,0.0067,0.0226,0.0047,0.0078,0.0149,-4.2,488
2208,399501,45.83534321,-110.9331421,2286.4748,1,6,0.0147,0.0065,0.0222,0.0046,0.0076,0.0147,-4,487.3
2208,399501.2,45.83534526,-110.9331486,2286.0453,1,6,0.0145,0.0064,0.0218,0.0045,0.0074,0.0144,-3.8,486.4
2208,399501.4,45.83534725,-110.933155,2285.6061,1,6,0.0142,0.0063,0.0214,0.0044,0.0073,0.0142,-3.6,485.8
2208,399501.6,45.83534921,-110.9331613,2285.1597,1,6,0.014,0.0062,0.0211,0.0043,0.0071,0.014,-3.4,485.1
2208,399501.8,45.83535118,-110.9331677,2284.7174,1,6,0.0138,0.0061,0.0207,0.0042,0.007,0.0137,-3.2,484.4
2208,399502,45.83535319,-110.9331742,2284.272,1,6,0.0135,0.0059,0.0204,0.0042,0.0068,0.0135,-3,484
2208,399502.2,45.8353551,-110.9331807,2283.8174,1,6,0.0133,0.0058,0.0201,0.0041,0.0067,0.0133,-2.8,483.4
2208,399502.4,45.83535716,-110.9331872,2283.3792,1,6,0.0131,0.0057,0.0198,0.004,0.0066,0.0131,-2.6,482.8
2208,399502.6,45.83535913,-110.9331938,2282.949,1,6,0.0129,0.0056,0.0195,0.0039,0.0065,0.0129,-2.4,482.3
2208,399502.8,45.83536114,-110.9332003,2282.5022,1,6,0.0128,0.0056,0.0192,0.0039,0.0063,0.0127,-2.2,481.9
2208,399503,45.83536311,-110.9332068,2282.0594,1,6,0.0126,0.0055,0.019,0.0038,0.0062,0.0126,-2,481.3
2208,399503.2,45.83536512,-110.9332133,2281.6235,1,6,0.0124,0.0054,0.0187,0.0037,0.0061,0.0124,-1.8,480.8
2208,399503.4,45.83536715,-110.9332198,2281.1806,1,6,0.0123,0.0053,0.0185,0.0037,0.0061,0.0122,-1.6,480.4
2208,399503.6,45.83536909,-110.9332263,2280.7259,1,6,0.0122,0.0053,0.0183,0.0037,0.006,0.0121,-1.4,479.9
2208,399503.8,45.83537106,-110.9332329,2280.279,1,6,0.012,0.0052,0.0181,0.0036,0.0059,0.012,-1.2,480.1
2208,399504,45.83537296,-110.9332395,2279.8389,1,6,0.0119,0.0052,0.018,0.0036,0.0058,0.0119,-1,480.1
2208,399504.2,45.83537475,-110.9332462,2279.388,1,6,0.0119,0.0051,0.0179,0.0035,0.0058,0.0118,-0.8,479.5
2208,399504.4,45.83537649,-110.9332529,2278.9459,1,6,0.0118,0.0051,0.0178,0.0035,0.0058,0.0118,-0.6,479.4
2208,399504.6,45.83537825,-110.9332596,2278.5057,1,6,0.0118,0.0051,0.0178,0.0035,0.0057,0.0118,-0.4,479.2
2208,399504.8,45.83538001,-110.9332662,2278.0604,1,6,0.0118,0.0051,0.0177,0.0035,0.0057,0.0117,-0.2,478.8
2208,399505,45.83538179,-110.9332727,2277.6142,1,6,0.012,0.0051,0.0181,0.0036,0.0059,0.012,0,478.9
2208,399505.2,45.8353837,-110.933279,2277.1796,1,6,0.0158,0.0071,0.0238,0.005,0.0083,0.0157,-4.8,478.8
2208,399505.4,45.83538566,-110.9332851,2276.7481,1,6,0.0155,0.0069,0.0234,0.0049,0.0081,0.0154,-4.6,477.8
2208,399505.6,45.83538769,-110.9332911,2276.3068,1,6,0.0152,0.0068,0.023,0.0048,0.008,0.0152,-4.4,476.8
2208,399505.8,45.83538966,-110.933297,2275.8625,1,6,0.015,0.0067,0.0226,0.0047,0.0078,0.0149,-4.2,476.3
2208,399506,45.83539148,-110.933303,2275.3993,1,6,0.0147,0.0065,0.0222,0.0046,0.0076,0.0147,-4,475.7
2208,399506.2,45.8353933,-110.9333092,2274.9536,1,6,0.0145,0.0064,0.0218,0.0045,0.0075,0.0144,-3.8,474.9
2208,399506.4,45.83539522,-110.9333154,2274.5172,1,6,0.0142,0.0063,0.0215,0.0044,0.0073,0.0142,-3.6,474.3
2208,399506.6,45.83539725,-110.9333216,2274.081,1,6,0.014,0.0062,0.0211,0.0044,0.0072,0.014,-3.4,473.7
2208,399506.8,45.83539933,-110.9333278,2273.6347,1,6,0.0138,0.0061,0.0208,0.0043,0.007,0.0138,-3.2,473
2208,399507,45.83540138,-110.933334,2273.1862,1,6,0.0135,0.0059,0.0204,0.0042,0.0069,0.0135,-3,472.2
2208,399507.2,45.83540329,-110.9333403,2272.7464,1,6,0.0133,0.0058,0.0201,0.0041,0.0067,0.0133,-2.8,471.2
2208,399507.4,45.83540501,-110.9333459,2272.3696,1,6,0.0131,0.0057,0.0198,0.004,0.0066,0.0131,-2.6,470.9
2208,399507.6,45.83540631,-110.9333504,2272.0579,1,6,0.0129,0.0057,0.0195,0.004,0.0065,0.0129,-2.4,470.9
2208,399507.8,45.83540705,-110.9333536,2271.8163,1,6,0.0128,0.0056,0.0192,0.0039,0.0064,0.0127,-2.2,470.8
2208,399508,45.83540725,-110.9333557,2271.6563,1,6,0.0126,0.0055,0.019,0.0038,0.0063,0.0126,-2,470.1
2208,399508.2,45.83540719,-110.9333564,2271.5782,1,6,0.0124,0.0054,0.0187,0.0038,0.0062,0.0124,-1.8,469.9
2208,399508.4,45.83540662,-110.9333559,2271.5703,1,6,0.0123,0.0053,0.0185,0.0037,0.0061,0.0123,-1.6,469.7
2208,399508.6,45.83540535,-110.9333543,2271.5999,1,6,0.0122,0.0053,0.0183,0.0037,0.006,0.0121,-1.4,468.8
2208,399508.8,45.83540315,-110.9333516,2271.672,1,6,0.0121,0.0052,0.0182,0.0036,0.0059,0.012,-1.2,468.5
2208,399509,45.8354001,-110.9333478,2271.7628,1,6,0.012,0.0052,0.018,0.0036,0.0059,0.0119,-1,468.2
2208,399509.2,45.83539626,-110.9333433,2271.8958,1,6,0.0119,0.0051,0.0179,0.0036,0.0058,0.0118,-0.8,467
2208,399509.4,45.83539152,-110.9333378,2272.0602,1,6,0.0118,0.0051,0.0178,0.0036,0.0058,0.0118,-0.6,466
2208,399509.6,45.83538605,-110.933332,2272.2296,1,6,0.0118,0.0051,0.0178,0.0036,0.0058,0.0118,-0.4,465.3
2208,399509.8,45.83538035,-110.933326,2272.4071,1,6,0.0118,0.0051,0.0177,0.0035,0.0058,0.0117,-0.2,464.9
2208,399510,45.83537477,-110.9333201,2272.5802,1,6,0.012,0.0051,0.0181,0.0036,0.0059,0.012,0,464.6
2208,399510.2,45.83536938,-110.9333145,2272.7525,1,6,0.0158,0.0071,0.0238,0.0051,0.0083,0.0157,-4.8,465.1
2208,399510.4,45.83536401,-110.9333092,2272.9147,1,6,0.0155,0.0069,0.0234,0.005,0.0082,0.0155,-4.6,464.5
2208,399510.6,45.83535885,-110.9333042,2273.0859,1,6,0.0153,0.0068,0.023,0.0049,0.008,0.0152,-4.4,464
2208,399510.8,45.83535371,-110.9332993,2273.2393,1,6,0.015,0.0067,0.0226,0.0048,0.0078,0.015,-4.2,463.6
2208,399511,45.83534877,-110.9332947,2273.4156,1,6,0.0147,0.0065,0.0222,0.0047,0.0077,0.0147,-4,463.1
2208,399511.2,45.83534376,-110.9332901,2273.5672,1,6,0.0145,0.0064,0.0219,0.0046,0.0075,0.0145,-3.8,463
