%,GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2208,399664.6,45.83450394,-110.9342113,2325.6914,1,6,0.012,0.0053,0.0183,0.0042,0.0064,0.0122,-0.4,70.6
2208,399664.8,45.83450912,-110.9342164,2325.6045,1,6,0.012,0.0052,0.0183,0.0042,0.0064,0.0122,-0.2,69.8
2208,399665,45.83451417,-110.9342215,2325.5113,1,6,0.0122,0.0053,0.0187,0.0043,0.0065,0.0125,0,68.9
2208,399665.2,45.83451904,-110.9342269,2325.4153,1,6,0.0161,0.0073,0.0247,0.0058,0.0091,0.0165,-4.8,68
2208,399665.4,45.83452409,-110.9342322,2325.3075,1,6,0.0158,0.0071,0.0243,0.0057,0.0089,0.0162,-4.6,67
2208,399665.6,45.8345292,-110.9342373,2325.2135,1,6,0.0155,0.007,0.0238,0.0056,0.0088,0.0159,-4.4,66
2208,399665.8,45.83453425,-110.9342425,2325.1157,1,6,0.0152,0.0069,0.0234,0.0055,0.0086,0.0156,-4.2,65
2208,399666,45.83453937,-110.9342476,2325.0232,1,6,0.015,0.0067,0.023,0.0054,0.0084,0.0154,-4,64.1
2208,399666.2,45.83454446,-110.9342529,2324.9316,1,6,0.0147,0.0066,0.0226,0.0053,0.0082,0.0151,-3.8,63.1
2208,399666.4,45.83454947,-110.9342581,2324.8352,1,6,0.0145,0.0065,0.0222,0.0052,0.0081,0.0149,-3.6,62.2
2208,399666.6,45.83455454,-110.9342633,2324.7435,1,6,0.0142,0.0064,0.0219,0.0051,0.0079,0.0146,-3.4,61.2
2208,399666.8,45.83455969,-110.9342684,2324.6457,1,6,0.014,0.0062,0.0215,0.005,0.0077,0.0144,-3.2,60.3
2208,399667,45.8345647,-110.9342736,2324.5346,1,6,0.0138,0.0061,0.0211,0.0049,0.0076,0.0141,-3,59.3
2208,399667.2,45.83456982,-110.9342788,2324.4329,1,6,0.0135,0.006,0.0208,0.0048,0.0075,0.0139,-2.8,58.5
2208,399667.4,45.83457496,-110.934284,2324.3473,1,6,0.0133,0.0059,0.0205,0.0047,0.0073,0.0137,-2.6,57.6
2208,399667.6,45.83458003,-110.9342891,2324.2337,1,6,0.0131,0.0058,0.0202,0.0047,0.0072,0.0135,-2.4,56.7
2208,399667.8,45.83458512,-110.9342943,2324.1334,1,6,0.013,0.0057,0.0199,0.0046,0.0071,0.0133,-2.2,55.8
2208,399668,45.83459025,-110.9342995,2324.0336,1,6,0.0128,0.0057,0.0196,0.0045,0.0069,0.0131,-2,54.9
2208,399668.2,45.83459539,-110.9343046,2323.9333,1,6,0.0126,0.0056,0.0193,0.0044,0.0068,0.0129,-1.8,54
2208,399668.4,45.8346005,-110.9343097,2323.8312,1,6,0.0125,0.0055,0.0191,0.0044,0.0067,0.0128,-1.6,53.2
2208,399668.6,45.83460558,-110.9343148,2323.7269,1,6,0.0123,0.0054,0.0189,0.0043,0.0067,0.0126,-1.4,52.3
2208,399668.8,45.83461074,-110.9343199,2323.6359,1,6,0.0122,0.0054,0.0187,0.0043,0.0066,0.0125,-1.2,51.4
2208,399669,45.8346158,-110.934325,2323.5283,1,6,0.0121,0.0053,0.0186,0.0043,0.0065,0.0124,-1,50.6
2208,399669.2,45.83462078,-110.9343302,2323.4147,1,6,0.0121,0.0053,0.0184,0.0042,0.0065,0.0123,-0.8,49.6
2208,399669.4,45.83462582,-110.9343353,2323.3141,1,6,0.012,0.0053,0.0184,0.0042,0.0064,0.0123,-0.6,48.8
2208,399669.6,45.83463085,-110.9343404,2323.2126,1,6,0.012,0.0053,0.0183,0.0042,0.0064,0.0123,-0.4,48
2208,399669.8,45.83463594,-110.9343455,2323.1011,1,6,0.012,0.0053,0.0183,0.0042,0.0064,0.0122,-0.2,47.1
2208,399670,45.83464101,-110.9343507,2322.9981,1,6,0.0122,0.0053,0.0187,0.0043,0.0066,0.0125,0,46.2
2208,399670.2,45.83464601,-110.9343559,2322.9157,1,6,0.0161,0.0073,0.0247,0.0058,0.0092,0.0165,-4.8,45.4
2208,399670.4,45.83465116,-110.934361,2322.8189,1,6,0.0158,0.0071,0.0243,0.0057,0.009,0.0162,-4.6,44.5
2208,399670.6,45.83465616,-110.9343661,2322.6993,1,6,0.0155,0.007,0.0239,0.0056,0.0088,0.0159,-4.4,43.5
2208,399670.8,45.8346612,-110.9343711,2322.5961,1,6,0.0152,0.0069,0.0234,0.0055,0.0086,0.0157,-4.2,42.5
2208,399671,45.83466631,-110.9343763,2322.5017,1,6,0.015,0.0067,0.023,0.0054,0.0084,0.0154,-4,41.6
2208,399671.2,45.83467142,-110.9343814,2322.3931,1,6,0.0147,0.0066,0.0226,0.0053,0.0083,0.0151,-3.8,40.7
2208,399671.4,45.83467633,-110.9343865,2322.2713,1,6,0.0145,0.0065,0.0223,0.0052,0.0081,0.0149,-3.6,39.7
2208,399671.6,45.83468151,-110.9343916,2322.1738,1,6,0.0142,0.0064,0.0219,0.0051,0.0079,0.0146,-3.4,38.8
2208,399671.8,45.8346867,-110.9343968,2322.0671,1,6,0.014,0.0063,0.0215,0.005,0.0078,0.0144,-3.2,37.9
2208,399672,45.83469184,-110.934402,2321.9588,1,6,0.0138,0.0061,0.0212,0.0049,0.0076,0.0141,-3,36.9
2208,399672.2,45.83469703,-110.9344071,2321.8607,1,6,0.0136,0.006,0.0208,0.0048,0.0075,0.0139,-2.8,36
2208,399672.4,45.83470218,-110.9344123,2321.7545,1,6,0.0133,0.0059,0.0205,0.0047,0.0073,0.0137,-2.6,35.1
2208,399672.6,45.83470734,-110.9344174,2321.6493,1,6,0.0131,0.0058,0.0202,0.0047,0.0072,0.0135,-2.4,34.1
2208,399672.8,45.83471251,-110.9344225,2321.5395,1,6,0.013,0.0057,0.0199,0.0046,0.0071,0.0133,-2.2,33.2
2208,399673,45.83471763,-110.9344277,2321.4341,1,6,0.0128,0.0057,0.0196,0.0045,0.007,0.0131,-2,32.3
2208,399673.2,45.83472286,-110.9344328,2321.3334,1,6,0.0126,0.0056,0.0194,0.0045,0.0069,0.0129,-1.8,31.4
2208,399673.4,45.83472797,-110.9344379,2321.2356,1,6,0.0125,0.0055,0.0191,0.0044,0.0068,0.0128,-1.6,30.4
2208,399673.6,45.83473302,-110.9344429,2321.1356,1,6,0.0124,0.0055,0.0189,0.0044,0.0067,0.0127,-1.4,29.5
2208,399673.8,45.83473814,-110.934448,2321.0268,1,6,0.0122,0.0054,0.0187,0.0043,0.0066,0.0125,-1.2,28.6
2208,399674,45.83474316,-110.9344532,2320.9217,1,6,0.0121,0.0053,0.0186,0.0043,0.0065,0.0124,-1,27.6
2208,399674.2,45.83474822,-110.9344583,2320.8244,1,6,0.0121,0.0053,0.0185,0.0042,0.0065,0.0123,-0.8,26.7
2208,399674.4,45.83475329,-110.9344634,2320.7224,1,6,0.012,0.0053,0.0184,0.0042,0.0064,0.0123,-0.6,25.8
2208,399674.6,45.83475832,-110.9344685,2320.6228,1,6,0.012,0.0053,0.0184,0.0042,0.0064,0.0123,-0.4,24.8
2208,399674.8,45.83476334,-110.9344735,2320.5193,1,6,0.012,0.0053,0.0183,0.0042,0.0064,0.0122,-0.2,23.9
2208,399675,45.83476844,-110.9344786,2320.4145,1,6,0.0122,0.0053,0.0187,0.0043,0.0066,0.0125,0,23
2208,399675.2,45.8347734,-110.9344838,2320.3145,1,6,0.0161,0.0073,0.0247,0.0059,0.0092,0.0165,-4.8,22.1
2208,399675.4,45.8347785,-110.934489,2320.2038,1,6,0.0158,0.0072,0.0243,0.0057,0.009,0.0162,-4.6,21.1
2208,399675.6,45.83478354,-110.9344941,2320.1045,1,6,0.0155,0.007,0.0239,0.0056,0.0088,0.0159,-4.4,20.2
2208,399675.8,45.83478866,-110.9344992,2319.9964,1,6,0.0153,0.0069,0.0235,0.0055,0.0086,0.0157,-4.2,19.3
2208,399676,45.83479381,-110.9345044,2319.8958,1,6,0.015,0.0067,0.0231,0.0054,0.0085,0.0154,-4,18.3
2208,399676.2,45.83479868,-110.9345092,2319.8108,1,6,0.0147,0.0066,0.0227,0.0053,0.0083,0.0151,-3.8,17.4
2208,399676.4,45.83480269,-110.9345131,2319.7418,1,6,0.0145,0.0065,0.0223,0.0052,0.0081,0.0149,-3.6,16.5
2208,399676.6,45.83480577,-110.9345159,2319.6918,1,6,0.0142,0.0064,0.0219,0.0051,0.008,0.0146,-3.4,15.5
2208,399676.8,45.83480776,-110.9345176,2319.6596,1,6,0.014,0.0063,0.0215,0.005,0.0078,0.0144,-3.2,14.6
2208,399677,45.83480848,-110.9345184,2319.6523,1,6,0.0138,0.0061,0.0212,0.0049,0.0076,0.0142,-3,13.6
2208,399677.2,45.83480801,-110.9345188,2319.6753,1,6,0.0136,0.006,0.0208,0.0049,0.0075,0.0139,-2.8,12.7
2208,399677.4,45.83480655,-110.9345195,2319.7699,1,6,0.0134,0.0059,0.0205,0.0048,0.0074,0.0137,-2.6,11.8
2208,399677.6,45.83480427,-110.9345211,2319.915,1,6,0.0132,0.0058,0.0202,0.0047,0.0072,0.0135,-2.4,10.8
2208,399677.8,45.83480124,-110.9345241,2320.1164,1,6,0.013,0.0058,0.0199,0.0046,0.0071,0.0133,-2.2,9.9
2208,399678,45.83479769,-110.9345286,2320.3698,1,6,0.0128,0.0057,0.0196,0.0046,0.007,0.0131,-2,9
2208,399678.2,45.83479386,-110.9345345,2320.7222,1,6,0.0126,0.0056,0.0194,0.0045,0.0069,0.013,-1.8,8
2208,399678.4,45.83478977,-110.9345413,2321.0738,1,6,0.0125,0.0055,0.0192,0.0044,0.0068,0.0128,-1.6,7.1
2208,399678.6,45.83478583,-110.9345484,2321.4317,1,6,0.0124,0.0055,0.0189,0.0044,0.0067,0.0127,-1.4,6.2
2208,399678.8,45.83478217,-110.9345554,2321.8039,1,6,0.0122,0.0054,0.0188,0.0043,0.0066,0.0125,-1.2,5.2
2208,399679,45.83477863,-110.9345623,2322.1627,1,6,0.0121,0.0054,0.0186,0.0043,0.0066,0.0124,-1,4.3
2208,399679.2,45.83477542,-110.9345691,2322.5424,1,6,0.0121,0.0053,0.0185,0.0043,0.0065,0.0123,-0.8,3.3
2208,399679.4,45.83477221,-110.9345758,2322.8834,1,6,0.0121,0.0053,0.0186,0.0042,0.0064,0.0124,-0.6,284.6
2208,399679.6,45.83476928,-110.9345823,2323.2517,1,6,0.0121,0.0053,0.0185,0.0042,0.0064,0.0124,-0.4,283.8
2208,399679.8,45.83476623,-110.9345889,2323.6133,1,6,0.012,0.0053,0.0185,0.0042,0.0064,0.0124,-0.2,283.2
2208,399680,45.83476306,-110.9345954,2323.9658,1,6,0.0123,0.0053,0.0189,0.0043,0.0066,0.0127,0,282.4
2208,399680.2,45.83476006,-110.9346019,2324.3253,1,6,0.0162,0.0073,0.025,0.0059,0.0092,0.0167,-4.8,281.8
2208,399680.4,45.8347569,-110.9346086,2324.6773,1,6,0.0159,0.0072,0.0246,0.0058,0.009,0.0164,-4.6,280.7
2208,399680.6,45.83475383,-110.9346149,2325.0616,1,6,0.0156,0.007,0.0242,0.0056,0.0088,0.0162,-4.4,279.8
2208,399680.8,45.83475063,-110.9346213,2325.4426,1,6,0.0154,0.0069,0.0238,0.0055,0.0086,0.0159,-4.2,278.8
2208,399681,45.83474733,-110.9346276,2325.8037,1,6,0.0151,0.0068,0.0234,0.0054,0.0085,0.0156,-4,277.9
2208,399681.2,45.83474416,-110.9346339,2326.1863,1,6,0.0148,0.0066,0.023,0.0053,0.0083,0.0154,-3.8,276.9
2208,399681.4,45.83474103,-110.9346401,2326.5641,1,6,0.0146,0.0065,0.0226,0.0052,0.0081,0.0151,-3.6,276
2208,399681.6,45.83473786,-110.9346464,2326.9264,1,6,0.0144,0.0064,0.0222,0.0051,0.008,0.0149,-3.4,275.1
2208,399681.8,45.83473465,-110.9346526,2327.2887,1,6,0.0141,0.0063,0.0219,0.005,0.0078,0.0146,-3.2,274
2208,399682,45.83473147,-110.9346589,2327.6603,1,6,0.0139,0.0062,0.0215,0.0049,0.0076,0.0144,-3,273.2
2208,399682.2,45.8347283,-110.9346652,2328.0359,1,6,0.0137,0.006,0.0212,0.0049,0.0075,0.0142,-2.8,272.1
2208,399682.4,45.83472508,-110.9346716,2328.3824,1,6,0.0135,0.0059,0.0209,0.0048,0.0074,0.014,-2.6,271.2
2208,399682.6,45.83472184,-110.934678,2328.732,1,6,0.0133,0.0058,0.0206,0.0047,0.0072,0.0138,-2.4,270.1
2208,399682.8,45.83471867,-110.9346843,2329.0932,1,6,0.0131,0.0058,0.0203,0.0046,0.0071,0.0136,-2.2,269.1
2208,399683,45.83471543,-110.9346907,2329.4528,1,6,0.0129,0.0057,0.02,0.0045,0.007,0.0134,-2,268.3
2208,399683.2,45.83471218,-110.934697,2329.8046,1,6,0.0128,0.0056,0.0198,0.0045,0.0069,0.0132,-1.8,267.4
2208,399683.4,45.83470889,-110.9347034,2330.1559,1,6,0.0126,0.0055,0.0196,0.0044,0.0068,0.0131,-1.6,266.2
2208,399683.6,45.83470573,-110.9347096,2330.5179,1,6,0.0125,0.0055,0.0194,0.0044,0.0067,0.013,-1.4,265.4
2208,399683.8,45.83470251,-110.9347157,2330.8738,1,6,0.0124,0.0054,0.0192,0.0043,0.0066,0.0129,-1.2,264.3
2208,399684,45.83469931,-110.9347218,2331.2207,1,6,0.0123,0.0054,0.0191,0.0043,0.0065,0.0128,-1,263.3
2208,399684.2,45.83469613,-110.934728,2331.581,1,6,0.0122,0.0053,0.019,0.0043,0.0065,0.0127,-0.8,262.3
2208,399684.4,45.83469298,-110.934734,2331.9323,1,6,0.0122,0.0053,0.019,0.0042,0.0064,0.0127,-0.6,261.3
2208,399684.6,45.83469004,-110.9347397,2332.2434,1,6,0.0122,0.0053,0.019,0.0042,0.0064,0.0127,-0.4,260.1
2208,399684.8,45.83468753,-110.9347444,2332.5063,1,6,0.0122,0.0053,0.019,0.0042,0.0064,0.0127,-0.2,259
2208,399685,45.83468581,-110.9347479,2332.7284,1,6,0.0125,0.0053,0.0196,0.0043,0.0066,0.0131,0,258
2208,399685.2,45.83468478,-110.9347501,2332.8963,1,6,0.0165,0.0073,0.0259,0.0059,0.0092,0.0174,-4.8,257.1
2208,399685.4,45.83468424,-110.9347508,2332.9888,1,6,0.0163,0.0072,0.0256,0.0057,0.009,0.0172,-4.6,256
2208,399685.6,45.83468382,-110.9347498,2333.0589,1,6,0.016,0.007,0.0252,0.0056,0.0088,0.0169,-4.4,254.9
2208,399685.8,45.83468286,-110.9347472,2333.1054,1,6,0.0158,0.0069,0.025,0.0055,0.0086,0.0168,-4.2,253.5
2208,399686,45.83468097,-110.9347433,2333.1761,1,6,0.0157,0.0068,0.0249,0.0054,0.0084,0.0167,-4,252.3
2208,399686.2,45.83467787,-110.9347387,2333.2717,1,6,0.0156,0.0066,0.025,0.0053,0.0082,0.0169,-3.8,250.9
2208,399686.4,45.83467353,-110.9347334,2333.3925,1,6,0.0158,0.0065,0.0257,0.0052,0.0081,0.0174,-3.6,249.7
2208,399686.6,45.8346682,-110.9347275,2333.5455,1,6,0.016,0.0064,0.0265,0.0049,0.0077,0.018,-3.4,248.7
2208,399686.8,45.8346625,-110.9347214,2333.7177,1,6,0.0158,0.0063,0.0264,0.0045,0.0071,0.0179,-3.2,247.6
2208,399687,45.83465679,-110.9347153,2333.9072,1,6,0.0138,0.0062,0.0212,0.005,0.0077,0.0142,-3,237.5
2208,399687.2,45.83465105,-110.9347095,2334.0838,1,6,0.0136,0.0061,0.0209,0.0049,0.0075,0.014,-2.8,236.8
2208,399687.4,45.83464541,-110.9347041,2334.2318,1,6,0.0134,0.006,0.0206,0.0048,0.0074,0.0138,-2.6,236
2208,399687.6,45.83463998,-110.9346989,2334.3937,1,6,0.0132,0.0059,0.0202,0.0047,0.0073,0.0135,-2.4,235.2
2208,399687.8,45.83463468,-110.9346939,2334.5548,1,6,0.013,0.0058,0.0199,0.0047,0.0071,0.0134,-2.2,234.3
2208,399688,45.83462956,-110.9346889,2334.7278,1,6,0.0128,0.0057,0.0197,0.0046,0.007,0.0132,-2,233.5
2208,399688.2,45.8346245,-110.934684,2334.8995,1,6,0.0126,0.0056,0.0194,0.0045,0.0069,0.013,-1.8,232.8
2208,399688.4,45.83461954,-110.9346792,2335.0773,1,6,0.0125,0.0055,0.0192,0.0045,0.0068,0.0128,-1.6,231.9
2208,399688.6,45.83461454,-110.9346744,2335.2415,1,6,0.0124,0.0055,0.019,0.0044,0.0067,0.0127,-1.4,231.2
2208,399688.8,45.83460972,-110.9346696,2335.413,1,6,0.0123,0.0054,0.0188,0.0044,0.0067,0.0126,-1.2,230.5
2208,399689,45.83460502,-110.9346647,2335.5961,1,6,0.0122,0.0054,0.0186,0.0043,0.0066,0.0125,-1,229.6
2208,399689.2,45.83460017,-110.93466,2335.7591,1,6,0.0121,0.0053,0.0185,0.0043,0.0065,0.0124,-0.8,228.8
2208,399689.4,45.83459533,-110.9346551,2335.9304,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.6,228
2208,399689.6,45.83459053,-110.9346504,2336.1087,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.4,227.4
2208,399689.8,45.83458566,-110.9346455,2336.282,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.2,226.4
2208,399690,45.83458085,-110.9346406,2336.4586,1,6,0.0122,0.0053,0.0188,0.0044,0.0066,0.0126,0,225.3
2208,399690.2,45.83457617,-110.9346358,2336.6479,1,6,0.0161,0.0073,0.0248,0.0059,0.0093,0.0166,-4.8,224.4
2208,399690.4,45.8345713,-110.9346309,2336.8094,1,6,0.0158,0.0072,0.0244,0.0058,0.0091,0.0163,-4.6,223.4
2208,399690.6,45.8345665,-110.9346259,2336.99,1,6,0.0155,0.007,0.024,0.0057,0.0089,0.016,-4.4,222.4
2208,399690.8,45.83456158,-110.9346209,2337.163,1,6,0.0153,0.0069,0.0235,0.0056,0.0087,0.0157,-4.2,221.3
2208,399691,45.83455663,-110.934616,2337.3297,1,6,0.015,0.0068,0.0231,0.0055,0.0085,0.0155,-4,220.3
2208,399691.2,45.83455171,-110.934611,2337.4968,1,6,0.0148,0.0066,0.0227,0.0054,0.0084,0.0152,-3.8,219.4
2208,399691.4,45.83454677,-110.9346061,2337.6733,1,6,0.0145,0.0065,0.0223,0.0053,0.0082,0.015,-3.6,218.4
2208,399691.6,45.83454184,-110.9346011,2337.8532,1,6,0.0143,0.0064,0.022,0.0052,0.008,0.0147,-3.4,217.5
2208,399691.8,45.83453696,-110.9345961,2338.0351,1,6,0.014,0.0063,0.0216,0.0051,0.0079,0.0145,-3.2,216.5
2208,399692,45.83453197,-110.9345911,2338.2041,1,6,0.0138,0.0062,0.0212,0.005,0.0077,0.0142,-3,215.5
2208,399692.2,45.83452699,-110.9345861,2338.3666,1,6,0.0136,0.0061,0.0209,0.0049,0.0076,0.014,-2.8,214.5
2208,399692.4,45.83452209,-110.9345811,2338.5332,1,6,0.0134,0.006,0.0206,0.0048,0.0074,0.0138,-2.6,213.6
2208,399692.6,45.834517,-110.9345762,2338.6925,1,6,0.0132,0.0059,0.0203,0.0048,0.0073,0.0136,-2.4,212.7
2208,399692.8,45.83451205,-110.9345713,2338.8765,1,6,0.013,0.0058,0.02,0.0047,0.0072,0.0134,-2.2,211.7
2208,399693,45.834507,-110.9345663,2339.0457,1,6,0.0128,0.0057,0.0197,0.0046,0.0071,0.0132,-2,210.9
2208,399693.2,45.83450198,-110.9345613,2339.218,1,6,0.0127,0.0056,0.0194,0.0045,0.0069,0.013,-1.8,210
2208,399693.4,45.8344968,-110.9345564,2339.3749,1,6,0.0125,0.0055,0.0192,0.0045,0.0068,0.0129,-1.6,209.2
2208,399693.6,45.83449168,-110.9345515,2339.5348,1,6,0.0124,0.0055,0.019,0.0044,0.0068,0.0127,-1.4,208.3
2208,399693.8,45.83448661,-110.9345466,2339.7077,1,6,0.0123,0.0054,0.0188,0.0044,0.0067,0.0126,-1.2,207.4
2208,399694,45.83448148,-110.9345416,2339.8719,1,6,0.0122,0.0054,0.0187,0.0044,0.0066,0.0125,-1,206.6
2208,399694.2,45.83447641,-110.9345367,2340.0347,1,6,0.0121,0.0053,0.0185,0.0043,0.0066,0.0124,-0.8,205.7
2208,399694.4,45.83447139,-110.9345317,2340.2061,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.6,204.9
2208,399694.6,45.83446652,-110.9345266,2340.3827,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.4,204.2
2208,399694.8,45.83446153,-110.9345217,2340.5489,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.2,203.4
2208,399695,45.83445648,-110.9345167,2340.7145,1,6,0.0122,0.0053,0.0188,0.0044,0.0067,0.0126,0,202.5
2208,399695.2,45.83445164,-110.9345118,2340.899,1,6,0.0161,0.0073,0.0248,0.006,0.0093,0.0166,-4.8,201.7
2208,399695.4,45.83444672,-110.9345068,2341.0724,1,6,0.0158,0.0072,0.0244,0.0058,0.0091,0.0163,-4.6,200.8
2208,399695.6,45.83444179,-110.9345018,2341.2411,1,6,0.0156,0.007,0.024,0.0057,0.0089,0.016,-4.4,199.8
2208,399695.8,45.83443683,-110.9344968,2341.4104,1,6,0.0153,0.0069,0.0236,0.0056,0.0087,0.0158,-4.2,198.9
2208,399696,45.83443185,-110.9344919,2341.585,1,6,0.015,0.0068,0.0232,0.0055,0.0086,0.0155,-4,198
2208,399696.2,45.83442689,-110.9344868,2341.7584,1,6,0.0148,0.0066,0.0228,0.0054,0.0084,0.0152,-3.8,197
2208,399696.4,45.83442202,-110.9344817,2341.9387,1,6,0.0145,0.0065,0.0224,0.0053,0.0082,0.015,-3.6,196.2
2208,399696.6,45.83441699,-110.9344767,2342.1002,1,6,0.0143,0.0064,0.022,0.0052,0.008,0.0147,-3.4,195.2
2208,399696.8,45.83441208,-110.9344716,2342.2702,1,6,0.014,0.0063,0.0216,0.0051,0.0079,0.0145,-3.2,194.3
2208,399697,45.83440703,-110.9344665,2342.437,1,6,0.0138,0.0062,0.0213,0.005,0.0077,0.0142,-3,193.3
2208,399697.2,45.83440208,-110.9344614,2342.6181,1,6,0.0136,0.0061,0.0209,0.0049,0.0076,0.014,-2.8,192.4
2208,399697.4,45.83439714,-110.9344563,2342.7987,1,6,0.0134,0.006,0.0206,0.0049,0.0074,0.0138,-2.6,191.6
2208,399697.6,45.83439218,-110.9344512,2342.9799,1,6,0.0132,0.0059,0.0203,0.0048,0.0073,0.0136,-2.4,190.7
2208,399697.8,45.83438726,-110.9344462,2343.163,1,6,0.013,0.0058,0.02,0.0047,0.0072,0.0134,-2.2,189.8
2208,399698,45.83438235,-110.9344413,2343.3507,1,6,0.0128,0.0057,0.0197,0.0046,0.0071,0.0132,-2,189.1
2208,399698.2,45.83437737,-110.9344364,2343.5265,1,6,0.0127,0.0056,0.0195,0.0046,0.007,0.013,-1.8,188.4
2208,399698.4,45.83437232,-110.9344315,2343.6924,1,6,0.0125,0.0055,0.0192,0.0045,0.0069,0.0129,-1.6,187.6
2208,399698.6,45.83436738,-110.9344265,2343.883,1,6,0.0124,0.0055,0.019,0.0045,0.0068,0.0127,-1.4,186.8
2208,399698.8,45.83436231,-110.9344215,2344.0497,1,6,0.0123,0.0054,0.0188,0.0044,0.0067,0.0126,-1.2,186
2208,399699,45.83435736,-110.9344165,2344.2249,1,6,0.0122,0.0054,0.0187,0.0044,0.0066,0.0125,-1,185.2
2208,399699.2,45.83435232,-110.9344115,2344.4021,1,6,0.0121,0.0053,0.0185,0.0043,0.0066,0.0124,-0.8,184.3
2208,399699.4,45.83434729,-110.9344065,2344.5783,1,6,0.012,0.0053,0.0185,0.0043,0.0065,0.0124,-0.6,183.5
2208,399699.6,45.83434237,-110.9344015,2344.7557,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.4,182.6
2208,399699.8,45.83433738,-110.9343964,2344.9231,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.2,181.7
2208,399700,45.83433245,-110.9343913,2345.1095,1,6,0.0122,0.0053,0.0188,0.0044,0.0067,0.0126,0,180.9
2208,399700.2,45.83432761,-110.9343863,2345.2808,1,6,0.0161,0.0073,0.0249,0.006,0.0093,0.0166,-4.8,180
2208,399700.4,45.83432266,-110.9343813,2345.4521,1,6,0.0158,0.0072,0.0244,0.0059,0.0091,0.0163,-4.6,178.9
2208,399700.6,45.83431765,-110.9343763,2345.6103,1,6,0.0156,0.007,0.024,0.0058,0.0089,0.0161,-4.4,177.9
2208,399700.8,45.83431281,-110.9343712,2345.796,1,6,0.0153,0.0069,0.0236,0.0056,0.0088,0.0158,-4.2,177
2208,399701,45.83430783,-110.9343662,2345.9656,1,6,0.015,0.0068,0.0232,0.0055,0.0086,0.0155,-4,175.9
2208,399701.2,45.83430276,-110.9343611,2346.1404,1,6,0.0148,0.0067,0.0228,0.0054,0.0084,0.0152,-3.8,174.7
2208,399701.4,45.83429769,-110.9343561,2346.3099,1,6,0.0145,0.0065,0.0224,0.0053,0.0082,0.015,-3.6,173.6
2208,399701.6,45.83429265,-110.934351,2346.4789,1,6,0.0143,0.0064,0.022,0.0052,0.0081,0.0147,-3.4,172.6
2208,399701.8,45.83428759,-110.9343458,2346.6443,1,6,0.014,0.0063,0.0216,0.0051,0.0079,0.0145,-3.2,171.7
2208,399702,45.83428252,-110.9343406,2346.8143,1,6,0.0138,0.0062,0.0213,0.005,0.0078,0.0143,-3,170.7
2208,399702.2,45.83427738,-110.9343353,2346.9728,1,6,0.0136,0.0061,0.0209,0.005,0.0076,0.014,-2.8,169.7
2208,399702.4,45.83427229,-110.9343301,2347.1389,1,6,0.0134,0.006,0.0206,0.0049,0.0075,0.0138,-2.6,168.9
2208,399702.6,45.83426716,-110.934325,2347.2936,1,6,0.0132,0.0059,0.0203,0.0048,0.0073,0.0136,-2.4,167.8
2208,399702.8,45.83426207,-110.93432,2347.469,1,6,0.013,0.0058,0.02,0.0047,0.0072,0.0134,-2.2,167
2208,399703,45.83425695,-110.9343149,2347.6213,1,6,0.0128,0.0057,0.0197,0.0047,0.0071,0.0132,-2,166.2
2208,399703.2,45.83425218,-110.9343104,2347.7703,1,6,0.0127,0.0056,0.0195,0.0046,0.007,0.013,-1.8,165.5
2208,399703.4,45.83424822,-110.9343065,2347.899,1,6,0.0125,0.0055,0.0192,0.0045,0.0069,0.0129,-1.6,164.5
2208,399703.6,45.83424525,-110.9343038,2348.001,1,6,0.0124,0.0055,0.019,0.0045,0.0068,0.0127,-1.4,163.6
2208,399703.8,45.83424329,-110.9343019,2348.0595,1,6,0.0123,0.0054,0.0189,0.0044,0.0067,0.0126,-1.2,162.5
2208,399704,45.83424213,-110.934301,2348.043,1,6,0.0122,0.0054,0.0187,0.0044,0.0067,0.0125,-1,161.7
2208,399704.2,45.83424137,-110.9343005,2347.9207,1,6,0.0121,0.0053,0.0186,0.0044,0.0066,0.0124,-0.8,160.9
2208,399704.4,45.83424081,-110.9342999,2347.6898,1,6,0.012,0.0053,0.0185,0.0043,0.0066,0.0124,-0.6,160.1
2208,399704.6,45.83424005,-110.9342992,2347.3718,1,6,0.012,0.0053,0.0185,0.0043,0.0066,0.0124,-0.4,159.1
2208,399704.8,45.83423873,-110.934298,2346.94,1,6,0.012,0.0053,0.0184,0.0043,0.0065,0.0123,-0.2,158.1
2208,399705,45.83423678,-110.934296,2346.4296,1,6,0.0122,0.0053,0.0188,0.0045,0.0067,0.0126,0,157.3
2208,399705.2,45.83423423,-110.9342934,2345.8975,1,6,0.0161,0.0073,0.0249,0.006,0.0093,0.0166,-4.8,156.3
