%,GPST,latitude(deg),longitude(deg),height(m),Q,ns,sdn(m),sde(m),sdu(m),sdne(m),sdeu(m),sdun(m),age(s),ratio
2208,402387.2,45.83679009,-110.9337526,2298.9064,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.2,109.5
2208,402387.4,45.83679672,-110.9337572,2298.9014,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.4,110.2
2208,402387.6,45.8368034,-110.9337617,2298.9121,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.6,110.8
2208,402387.8,45.83680997,-110.9337662,2298.9119,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.8,111.6
2208,402388,45.83681653,-110.9337706,2298.9107,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,3,112.3
2208,402388.2,45.83682307,-110.9337751,2298.9126,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,3.2,113
2208,402388.4,45.83682951,-110.9337794,2298.9122,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.4,113.8
2208,402388.6,45.83683591,-110.9337838,2298.9113,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.6,114.5
2208,402388.8,45.83684228,-110.9337881,2298.9169,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.8,115.4
2208,402389,45.8368487,-110.9337924,2298.9121,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4,116.1
2208,402389.2,45.83685512,-110.9337967,2298.9125,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4.2,117
2208,402389.4,45.83686152,-110.933801,2298.8983,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0023,4.4,117.8
2208,402389.6,45.83686795,-110.9338053,2298.8921,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,4.6,118.7
2208,402389.8,45.83687442,-110.9338097,2298.8888,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,4.8,119.5
2208,402390,45.8368809,-110.9338141,2298.8797,1,9,0.0039,0.0035,0.0075,0.0015,0.0033,0.0018,0,120.1
2208,402390.2,45.83688745,-110.9338186,2298.8686,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,0.2,120.7
2208,402390.4,45.836894,-110.933823,2298.8723,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,0.4,121.1
2208,402390.6,45.83690054,-110.9338274,2298.8738,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0023,0.6,121.6
2208,402390.8,45.83690708,-110.9338319,2298.8646,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,0.8,122.1
2208,402391,45.83691366,-110.9338362,2298.8668,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,1,122.6
2208,402391.2,45.83692019,-110.9338407,2298.8622,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.2,123.1
2208,402391.4,45.83692669,-110.9338451,2298.8549,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.4,123.7
2208,402391.6,45.83693317,-110.9338495,2298.8532,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.6,124.2
2208,402391.8,45.83693963,-110.9338539,2298.8589,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,1.8,124.7
2208,402392,45.83694605,-110.9338583,2298.8612,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2,125.1
2208,402392.2,45.83695248,-110.9338626,2298.8637,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.2,125.6
2208,402392.4,45.83695891,-110.9338669,2298.8667,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.4,126.2
2208,402392.6,45.83696528,-110.9338713,2298.8614,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.6,126.9
2208,402392.8,45.83697171,-110.9338756,2298.8597,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.8,127.5
2208,402393,45.8369782,-110.93388,2298.8687,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,3,128
2208,402393.2,45.8369847,-110.9338844,2298.8717,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,3.2,128.6
2208,402393.4,45.83699114,-110.9338887,2298.8677,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.4,129.4
2208,402393.6,45.83699759,-110.933893,2298.8667,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.6,130.1
2208,402393.8,45.83700403,-110.9338974,2298.8655,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.8,130.8
2208,402394,45.83701043,-110.9339017,2298.8668,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4,131.4
2208,402394.2,45.83701686,-110.9339061,2298.8636,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4.2,132.1
2208,402394.4,45.83702324,-110.9339105,2298.8647,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0023,4.4,132.9
2208,402394.6,45.8370297,-110.9339149,2298.8665,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,4.6,133.6
2208,402394.8,45.8370361,-110.9339192,2298.8728,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,4.8,134.4
2208,402395,45.83704249,-110.9339235,2298.8704,1,9,0.0039,0.0035,0.0075,0.0015,0.0033,0.0018,0,134.6
2208,402395.2,45.83704899,-110.9339278,2298.871,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,0.2,135
2208,402395.4,45.83705546,-110.9339322,2298.8611,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,0.4,135.4
2208,402395.6,45.83706202,-110.9339366,2298.8577,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0023,0.6,135.7
2208,402395.8,45.83706872,-110.9339411,2298.8548,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,0.8,136.1
2208,402396,45.8370756,-110.9339456,2298.8536,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,1,136.4
2208,402396.2,45.83708248,-110.9339502,2298.8593,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.2,136.7
2208,402396.4,45.83708924,-110.9339547,2298.8499,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.4,137.1
2208,402396.6,45.83709604,-110.9339591,2298.8603,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.6,137.5
2208,402396.8,45.83710282,-110.9339635,2298.8638,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.8,137.9
2208,402397,45.83710958,-110.9339678,2298.8654,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2,138.4
2208,402397.2,45.8371163,-110.9339721,2298.8698,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.2,138.8
2208,402397.4,45.83712303,-110.9339764,2298.8732,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.4,139.3
2208,402397.6,45.83712969,-110.9339807,2298.8784,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.6,139.8
2208,402397.8,45.83713629,-110.9339849,2298.8847,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.8,140.3
2208,402398,45.83714292,-110.9339892,2298.89,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,3,140.8
2208,402398.2,45.8371495,-110.9339935,2298.8901,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.2,141.3
2208,402398.4,45.83715604,-110.9339977,2298.8949,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.4,141.8
2208,402398.6,45.83716247,-110.934002,2298.9057,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.6,142.4
2208,402398.8,45.83716898,-110.9340063,2298.9186,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.8,142.8
2208,402399,45.83717553,-110.9340106,2298.9174,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4,143.4
2208,402399.2,45.83718209,-110.934015,2298.9245,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4.2,144
2208,402399.4,45.83718858,-110.9340194,2298.909,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0023,4.4,144.6
2208,402399.6,45.83719509,-110.934024,2298.9121,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,4.6,145
2208,402399.8,45.83720157,-110.9340285,2298.9097,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,4.8,145.6
2208,402400,45.83720811,-110.9340332,2298.9001,1,9,0.0039,0.0035,0.0075,0.0015,0.0033,0.0018,0,145.7
2208,402400.2,45.83721462,-110.9340378,2298.8982,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,0.2,145.8
2208,402400.4,45.83722112,-110.9340424,2298.8863,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,0.4,146
2208,402400.6,45.83722764,-110.9340469,2298.8765,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0023,0.6,146.1
2208,402400.8,45.83723419,-110.9340514,2298.8743,1,9,0.0043,0.0038,0.0082,0.0016,0.0037,0.0023,0.8,146.3
2208,402401,45.83724076,-110.9340559,2298.8662,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,1,146.3
2208,402401.2,45.83724736,-110.9340602,2298.8593,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.2,146.5
2208,402401.4,45.83725384,-110.9340646,2298.8437,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.4,146.5
2208,402401.6,45.83726033,-110.9340689,2298.8308,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.6,146.7
2208,402401.8,45.83726685,-110.9340731,2298.8282,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,1.8,146.9
2208,402402,45.83727346,-110.9340774,2298.8256,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2,147
2208,402402.2,45.83727997,-110.9340816,2298.8249,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.2,147.2
2208,402402.4,45.83728633,-110.9340859,2298.8176,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.4,147.4
2208,402402.6,45.83729264,-110.9340902,2298.8169,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.6,147.6
2208,402402.8,45.83729902,-110.9340945,2298.8143,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.8,147.8
2208,402403,45.83730546,-110.9340988,2298.8126,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,3,148.1
2208,402403.2,45.83731188,-110.934103,2298.8125,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.2,148.4
2208,402403.4,45.83731823,-110.9341073,2298.8215,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.4,148.8
2208,402403.6,45.83732463,-110.9341116,2298.8243,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.6,149.1
2208,402403.8,45.83733105,-110.9341158,2298.8311,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.8,149.5
2208,402404,45.8373375,-110.9341201,2298.8347,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4,149.9
2208,402404.2,45.83734395,-110.9341245,2298.8392,1,9,0.0043,0.0038,0.0082,0.0016,0.0037,0.0023,4.2,150.2
2208,402404.4,45.83735039,-110.9341288,2298.8438,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0023,4.4,150.7
2208,402404.6,45.83735682,-110.9341332,2298.8509,1,9,0.0043,0.0039,0.0083,0.0016,0.0037,0.0024,4.6,151.1
2208,402404.8,45.8373632,-110.9341375,2298.8536,1,9,0.0043,0.0039,0.0083,0.0017,0.0037,0.0024,4.8,151.5
2208,402405,45.83736965,-110.9341417,2298.8571,1,9,0.0038,0.0034,0.0072,0.0017,0.003,0.0021,0,151.5
2208,402405.2,45.83737613,-110.934146,2298.86,1,9,0.0043,0.0037,0.008,0.0019,0.0033,0.0027,0.2,151.5
2208,402405.4,45.83738257,-110.9341502,2298.8626,1,9,0.0042,0.0037,0.0079,0.0019,0.0032,0.0028,0.4,151.6
2208,402405.6,45.83738898,-110.9341544,2298.8582,1,9,0.0042,0.0036,0.0078,0.0019,0.0031,0.0028,0.6,151.6
2208,402405.8,45.83739543,-110.9341585,2298.8575,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,0.8,151.8
2208,402406,45.83740189,-110.9341628,2298.8562,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,1,152.1
2208,402406.2,45.83740833,-110.9341669,2298.8579,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,1.2,152.2
2208,402406.4,45.83741473,-110.9341711,2298.8563,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,1.4,152.4
2208,402406.6,45.83742108,-110.9341753,2298.8642,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,1.6,152.5
2208,402406.8,45.8374275,-110.9341795,2298.8659,1,9,0.0041,0.0036,0.0077,0.0019,0.0031,0.0028,1.8,152.7
2208,402407,45.83743398,-110.9341838,2298.8696,1,9,0.0041,0.0036,0.0077,0.0019,0.0031,0.0028,2,152.7
2208,402407.2,45.83744051,-110.9341882,2298.8692,1,9,0.0041,0.0036,0.0077,0.0019,0.0031,0.0027,2.2,152.9
2208,402407.4,45.83744704,-110.9341927,2298.8612,1,9,0.0042,0.0036,0.0078,0.0018,0.0032,0.0027,2.4,153.3
2208,402407.6,45.83745362,-110.9341972,2298.8647,1,9,0.0042,0.0037,0.0078,0.0018,0.0033,0.0026,2.6,153.5
2208,402407.8,45.83746017,-110.9342016,2298.8595,1,9,0.0042,0.0038,0.0081,0.0016,0.0036,0.0023,2.8,153.7
2208,402408,45.83746673,-110.9342059,2298.8629,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3,154.1
2208,402408.2,45.83747324,-110.9342102,2298.8598,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.2,154.4
2208,402408.4,45.83747966,-110.9342144,2298.8576,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.4,154.6
2208,402408.6,45.83748615,-110.9342187,2298.8499,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.6,155
2208,402408.8,45.83749266,-110.9342228,2298.8527,1,9,0.0042,0.0038,0.0082,0.0016,0.0036,0.0023,3.8,155.2
2208,402409,45.83749915,-110.934227,2298.8453,1,9,0.0043,0.0038,0.0082,0.0016,0.0036,0.0023,4,155.4
2208,402409.2,45.8375057,-110.9342313,2298.8374,1,9,0.0042,0.0037,0.0079,0.0018,0.0033,0.0027,4.2,155.7
2208,402409.4,45.8375123,-110.9342356,2298.8455,1,9,0.0042,0.0037,0.0079,0.0019,0.0032,0.0027,4.4,156.1
2208,402409.6,45.83751879,-110.9342399,2298.8394,1,9,0.0042,0.0037,0.0079,0.0019,0.0032,0.0028,4.6,156.4
2208,402409.8,45.83752513,-110.934244,2298.8473,1,9,0.0042,0.0037,0.0078,0.0019,0.0031,0.0028,4.8,156.8
2208,402410,45.83753194,-110.9342484,2298.8546,1,9,0.0038,0.0033,0.0071,0.0018,0.0029,0.0023,0,156.9
2208,402410.4,45.83755906,-110.9342743,2299.8352,5,9,0.0042,0.0036,0.0078,0.0019,0.0031,0.0028,0.4,156.9
2208,402410.6,45.83755112,-110.9342611,2298.8601,2,9,0.0042,0.0036,0.0078,0.0019,0.0031,0.0028,0.6,156.7
2208,402410.8,45.83755856,-110.9342658,2298.8787,2,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,0.8,156.5
2208,402411,45.83756445,-110.9342699,2298.869,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,1,156.6
2208,402411.2,45.83757089,-110.9342743,2298.8752,1,9,0.0042,0.0036,0.0077,0.0019,0.003,0.0028,1.2,156.8
2208,402411.4,45.8375776,-110.9342789,2298.8689,1,9,0.0042,0.0036,0.0076,0.0019,0.003,0.0028,1.4,156.9
2208,402411.6,45.83758431,-110.9342834,2298.8724,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,1.6,157.1
2208,402411.8,45.83759094,-110.9342879,2298.8789,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,1.8,157.3
2208,402412,45.83759762,-110.9342925,2298.8792,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,2,157.6
2208,402412.2,45.8376043,-110.934297,2298.8837,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,2.2,157.8
2208,402412.4,45.837611,-110.9343015,2298.8893,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,2.4,157.9
2208,402412.6,45.83761765,-110.9343059,2298.8942,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,2.6,158.1
2208,402412.8,45.8376243,-110.9343104,2298.8989,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,2.8,158.3
2208,402413,45.83763089,-110.9343149,2298.8975,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,3,158.5
2208,402413.2,45.83763726,-110.934319,2298.9043,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,3.2,158.7
2208,402413.4,45.83764279,-110.9343225,2298.8979,1,9,0.0041,0.0036,0.0076,0.0019,0.003,0.0028,3.4,158.9
2208,402413.6,45.83764714,-110.9343254,2298.9071,1,9,0.0042,0.0036,0.0076,0.0019,0.003,0.0028,3.6,3.4
2208,402413.8,45.83765029,-110.934328,2298.9201,1,9,0.0042,0.0036,0.0077,0.0019,0.003,0.0028,3.8,4.1
2208,402414,45.83765221,-110.934331,2298.9236,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,4,4.8
2208,402414.2,45.83765293,-110.9343344,2298.9313,1,9,0.0042,0.0036,0.0077,0.0019,0.0031,0.0028,4.2,5.4
2208,402414.4,45.83765249,-110.9343388,2298.9219,1,9,0.0042,0.0036,0.0078,0.0019,0.0031,0.0028,4.4,6.1
2208,402414.6,45.83765096,-110.9343438,2298.9171,1,9,0.0042,0.0036,0.0078,0.0019,0.0031,0.0028,4.6,6.7
2208,402414.8,45.83764845,-110.9343498,2298.9152,1,9,0.0042,0.0037,0.0079,0.002,0.0032,0.0028,4.8,7.4
2208,402415,45.83764531,-110.9343572,2298.9073,1,9,0.0038,0.0033,0.007,0.0018,0.0028,0.0023,0,8.1
2208,402415.2,45.8376419,-110.9343661,2298.9005,1,9,0.0042,0.0037,0.0078,0.002,0.0031,0.0028,0.2,8.7
2208,402415.4,45.83763839,-110.9343761,2298.8986,1,9,0.0042,0.0036,0.0078,0.0019,0.0031,0.0028,0.4,9.4
2208,402415.6,45.83763491,-110.9343865,2298.8876,1,9,0.0042,0.0035,0.0077,0.002,0.003,0.0028,0.6,10
2208,402415.8,45.8376316,-110.9343971,2298.8766,1,9,0.0042,0.0034,0.0077,0.002,0.003,0.0028,0.8,10.7
2208,402416,45.8376286,-110.9344077,2298.873,1,9,0.0042,0.0034,0.0077,0.002,0.003,0.0028,1,11.4
2208,402416.2,45.83762574,-110.9344182,2298.867,1,9,0.0042,0.0037,0.0079,0.0018,0.0033,0.0026,1.2,12
2208,402416.4,45.83762305,-110.9344283,2298.8645,1,9,0.0042,0.0035,0.008,0.0018,0.0033,0.0025,1.4,163.2
2208,402416.6,45.83762047,-110.9344383,2298.8629,1,9,0.0042,0.0035,0.0081,0.0018,0.0033,0.0024,1.6,163.3
2208,402416.8,45.83761792,-110.9344481,2298.8579,1,9,0.0042,0.0035,0.0081,0.0018,0.0033,0.0024,1.8,163.5
2208,402417,45.83761538,-110.9344578,2298.8548,1,9,0.0042,0.0035,0.0082,0.0018,0.0034,0.0023,2,163.8
2208,402417.2,45.83761287,-110.9344674,2298.861,1,9,0.0042,0.0035,0.0083,0.0017,0.0035,0.0023,2.2,164
2208,402417.4,45.83761021,-110.9344767,2298.8714,1,8,0.0043,0.0036,0.0086,0.0016,0.0037,0.0019,2.4,4
2208,402417.6,45.8376077,-110.9344861,2298.8812,1,8,0.0044,0.0042,0.0091,0.0007,0.0046,0.001,2.6,210.7
2208,402417.8,45.83760516,-110.9344955,2298.8811,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.8,211
2208,402418,45.8376026,-110.934505,2298.8841,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3,211.2
2208,402418.2,45.83760004,-110.9345144,2298.8985,1,8,0.0043,0.0037,0.0087,0.0015,0.0038,0.0018,3.2,4.8
2208,402418.4,45.83759753,-110.934524,2298.8969,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3.4,211.8
2208,402418.6,45.83759497,-110.9345334,2298.9065,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3.6,212.2
2208,402418.8,45.83759239,-110.9345429,2298.9137,1,8,0.0043,0.0037,0.0087,0.0015,0.0039,0.0018,3.8,5.7
2208,402419,45.83758972,-110.9345525,2298.9186,1,8,0.0043,0.0037,0.0087,0.0015,0.0039,0.0018,4,6.5
2208,402419.2,45.83758706,-110.9345621,2298.9241,1,8,0.0043,0.0037,0.0088,0.0015,0.0039,0.0018,4.2,7.2
2208,402419.4,45.83758428,-110.9345716,2298.9125,1,8,0.0043,0.0038,0.0088,0.0015,0.0039,0.0018,4.4,8
2208,402419.6,45.83758163,-110.9345813,2298.9219,1,8,0.0044,0.0038,0.0089,0.0015,0.004,0.0018,4.6,8.8
2208,402419.8,45.83757893,-110.9345909,2298.9294,1,8,0.0044,0.0039,0.009,0.0015,0.0041,0.0017,4.8,9.6
2208,402420,45.83757618,-110.9346007,2298.932,1,8,0.0039,0.0034,0.008,0.0014,0.0035,0.0011,0,10.5
2208,402420.2,45.83757346,-110.9346104,2298.9276,1,8,0.0044,0.0038,0.0089,0.0015,0.004,0.0018,0.2,11.3
2208,402420.4,45.83757078,-110.93462,2298.9348,1,8,0.0044,0.0039,0.0089,0.0014,0.004,0.0017,0.4,12.2
2208,402420.6,45.83756809,-110.9346297,2298.9364,1,8,0.0044,0.0043,0.0093,0.0007,0.0046,0.0009,0.6,213.7
2208,402420.8,45.83756545,-110.9346393,2298.9483,1,8,0.0044,0.0043,0.0093,0.0007,0.0046,0.0009,0.8,213.6
2208,402421,45.8375628,-110.9346489,2298.9529,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1,213.5
2208,402421.2,45.83756017,-110.9346586,2298.9675,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.2,213.5
2208,402421.4,45.83755745,-110.9346682,2298.9631,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.4,213.5
2208,402421.6,45.83755492,-110.9346775,2298.9681,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.6,213.4
2208,402421.8,45.83755264,-110.9346858,2298.9767,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.8,213.4
2208,402422,45.83755077,-110.9346927,2298.9738,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2,213.4
2208,402422.2,45.83754911,-110.9346979,2298.9688,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.2,213.6
2208,402422.4,45.83754724,-110.9347014,2298.9616,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.4,213.6
2208,402422.6,45.837545,-110.9347032,2298.9602,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.6,213.7
2208,402422.8,45.8375423,-110.9347032,2298.9487,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.8,213.9
2208,402423,45.8375391,-110.9347016,2298.9401,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3,214
2208,402423.2,45.83753544,-110.9346985,2298.9421,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3.2,214.3
2208,402423.4,45.83753113,-110.9346943,2298.9459,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3.4,214.4
2208,402423.6,45.83752602,-110.9346894,2298.9553,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3.6,214.5
2208,402423.8,45.83751997,-110.9346842,2298.9458,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,3.8,214.7
2208,402424,45.8375131,-110.9346789,2298.9549,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,4,214.9
2208,402424.2,45.83750571,-110.9346737,2298.9638,1,8,0.0044,0.0043,0.0093,0.0007,0.0047,0.0009,4.2,214.9
2208,402424.4,45.83749802,-110.9346687,2298.962,1,8,0.0044,0.0043,0.0093,0.0007,0.0047,0.0009,4.4,215.1
2208,402424.6,45.83749047,-110.9346641,2298.9648,1,8,0.0044,0.0044,0.0094,0.0007,0.0047,0.0009,4.6,215.4
2208,402424.8,45.83748311,-110.9346597,2298.9603,1,8,0.0045,0.0044,0.0094,0.0007,0.0047,0.0009,4.8,215.6
2208,402425,45.83747592,-110.9346554,2298.9532,1,8,0.004,0.0039,0.0084,0.0007,0.0041,-0.0008,0,215.5
2208,402425.2,45.83746895,-110.9346513,2298.9448,1,8,0.0045,0.0044,0.0094,0.0007,0.0047,0.0009,0.2,215.4
2208,402425.4,45.83746219,-110.9346472,2298.9465,1,8,0.0044,0.0044,0.0094,0.0007,0.0047,0.0009,0.4,215.2
2208,402425.6,45.83745561,-110.9346431,2298.9456,1,8,0.0044,0.0043,0.0093,0.0007,0.0047,0.0009,0.6,215
2208,402425.8,45.83744911,-110.934639,2298.9364,1,8,0.0044,0.0043,0.0093,0.0007,0.0047,0.0009,0.8,214.7
2208,402426,45.83744263,-110.9346351,2298.9378,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1,214.6
2208,402426.2,45.83743619,-110.9346311,2298.9488,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.2,214.5
2208,402426.4,45.8374297,-110.9346271,2298.96,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.4,214.4
2208,402426.6,45.83742329,-110.9346232,2298.968,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.6,214.2
2208,402426.8,45.83741681,-110.9346191,2298.9642,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,1.8,214.1
2208,402427,45.83741033,-110.9346151,2298.9652,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2,214.1
2208,402427.2,45.83740383,-110.9346109,2298.9767,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.2,214
2208,402427.4,45.83739731,-110.9346067,2298.9762,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.4,213.9
2208,402427.6,45.83739076,-110.9346025,2298.9647,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.6,213.9
2208,402427.8,45.83738435,-110.9345984,2298.9594,1,8,0.0044,0.0043,0.0092,0.0007,0.0046,0.0009,2.8,214
2208,402428,45.83737814,-110.9345944,2298.9623,1,8,0.0044,0.0043,0.0091,0.0006,0.0046,0.0009,3,214
2208,402428.2,45.83737152,-110.9345902,2298.9585,1,8,0.0044,0.0044,0.0094,0.0007,0.0048,0.0009,3.2,214.1
